Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
AlternateFailurePreListener.java,2,2,2,2
AnnotateWithOpTraits.java,28,10,5,4
AnnotateWithStatistics.java,10,10,4,4
AppConfig.java,239,56,18,12
AppMasterEventOperator.java,62,29,8,5
AppMasterEventProcessor.java,7,6,3,3
ArchiveUtils.java,15,13,3,3
ArchiveWork.java,9,3,3,3
Arguments.java,1030,0,5,4
ArrayWritableGroupConverter.java,2,91,2,2
ArrayWritableObjectInspector.java,275,255,9,8
AttemptRegistrationListener.java,24,0,1,1
Attr.java,132,15,8,6
AuthorizationMetaStoreFilterHook.java,339,50,10,7
AuthorizationPreEventListener.java,303,102,17,11
AuthorizationUtils.java,23,84,3,3
AutoProgressor.java,6,6,2,2
AvgPartitionSizeBasedBigTableSelectorForAutoSMJ.java,9,9,3,3
AvroContainerOutputFormat.java,73,27,9,7
AvroDeserializer.java,156,47,18,9
AvroGenericRecordReader.java,42,21,6,4
AvroHBaseValueFactory.java,6,8,4,3
AvroLazyObjectInspector.java,65,63,9,7
AvroObjectInspectorException.java,18,0,1,1
AvroObjectInspectorGenerator.java,48,9,3,3
AvroSerDe.java,133,53,12,7
AvroSerdeUtils.java,106,45,8,6
AvroSerializer.java,45,17,11,7
BRoundWithNumDigitsDoubleToDouble.java,168,0,4,3
BaseCharTypeInfo.java,9,0,1,1
BaseColumnStream.java,100,100,2,1
BaseProtocol.java,197,0,3,3
BaseScalarUdfTest.java,2,1,1,1
BaseSemanticAnalyzer.java,618,219,21,11
BaseWork.java,225,117,27,15
BeeLine.java,1316,461,53,17
BeeLineCommandCompleter.java,50,0,1,1
BeeLineCommandCompletor.java,0,51,1,1
BeeLineCompleter.java,57,0,1,1
BeeLineCompletor.java,0,57,1,1
BeeLineOpts.java,266,69,28,13
BinaryColumnStatistics.java,27,25,2,1
BinaryColumnStatsAggregator.java,175,0,5,5
BinaryColumnStatsData.java,124,104,15,7
BinarySortableDeserializeRead.java,2259,20,6,6
BinarySortableSerDe.java,528,258,13,7
BinarySortableSerDeWithEndPrefix.java,205,0,5,4
BinarySortableSerializeWrite.java,1408,267,10,8
BinaryStreamReader.java,257,257,8,2
BitFieldReader.java,361,265,6,3
BitFieldWriter.java,73,69,2,1
BitVector.java,122,122,2,2
BitmapIndexHandler.java,6,8,4,3
BloomFilter.java,2313,1663,20,11
BloomFilterIO.java,220,45,7,5
BooleanColumnStatistics.java,29,27,2,1
BooleanColumnStatsAggregator.java,175,0,5,5
BooleanColumnStatsData.java,124,104,15,7
BooleanCompleter.java,31,0,1,1
BooleanCompletor.java,0,36,1,1
BooleanStreamReader.java,201,201,8,2
BoundaryDef.java,207,15,8,5
BoundedPriorityBlockingQueue.java,57,57,2,2
BucketIdException.java,72,0,6,4
BucketIdResolver.java,72,0,6,4
BucketIdResolverImpl.java,407,22,8,5
BucketJoinProcCtx.java,20,8,3,3
BucketMapJoinContext.java,40,9,4,3
BucketMapJoinOptimizer.java,7,8,3,3
BucketMapjoinProc.java,21,2,1,1
BucketingSortingInferenceOptimizer.java,21,29,8,6
BucketingSortingOpProcFactory.java,20,97,3,3
BucketingSortingReduceSinkOptimizer.java,120,12,19,10
BucketizedHiveInputFormat.java,12,36,4,4
BucketizedHiveInputSplit.java,8,41,4,3
BuddyAllocator.java,763,181,23,4
BuddyAllocatorMXBean.java,62,0,1,1
BufferChunk.java,85,0,1,1
BufferInProgress.java,164,82,3,1
BufferPool.java,463,238,4,1
BufferUsageManager.java,39,0,1,1
ByteStream.java,66,0,6,4
ByteStreamReader.java,200,200,8,2
BytesBytesMultiHashMap.java,1237,417,25,11
BytesColumnVector.java,1771,1725,23,9
CLIService.java,81,97,13,8
CLIServiceTest.java,639,63,9,7
CLIServiceUtils.java,21,28,7,5
Cache.java,40,13,6,1
CacheChunk.java,87,1,3,1
CachePolicy.java,68,34,3,1
CacheTran.java,270,0,5,4
CalcitePlanner.java,5166,1204,87,20
CalciteSemanticException.java,123,0,4,3
CallableWithNdc.java,44,88,3,3
CastDecimalToBoolean.java,1,1,1,1
CastDecimalToDecimal.java,2,3,1,1
CastDecimalToDouble.java,1,1,1,1
CastDecimalToLong.java,1,1,1,1
CastDecimalToString.java,3,4,2,1
CastDecimalToTimestamp.java,9,21,1,1
CastDoubleToDecimal.java,3,2,1,1
CastLongToDecimal.java,2,2,1,1
CastStringGroupToString.java,160,0,4,4
CastStringToDecimal.java,2,2,1,1
CastStringToIntervalDayTime.java,480,0,3,3
CastStringToIntervalYearMonth.java,477,0,3,3
CastTimestampToDecimal.java,6,4,1,1
CatchallExceptionMapper.java,6,6,2,2
CharTypeInfo.java,21,5,6,5
CharacterStreamReader.java,338,338,9,2
CheckColumnAccessHook.java,7,8,3,3
CheckJDOException.java,31,0,1,1
CheckLockRequest.java,488,64,17,8
CheckTableAccessHook.java,3,4,1,1
ChunkConsumer.java,33,33,2,1
ChunkPool.java,481,244,4,1
ChunkProducerFeedback.java,29,29,2,1
ChunkReader.java,568,568,2,1
ChunkUtils.java,98,98,2,1
ChunkWriter.java,27,27,2,1
ChunkWriterImpl.java,477,477,2,1
ClassNameCompleter.java,400,30,6,6
ClassicTableTypeMapping.java,28,20,1,1
Cleaner.java,295,87,17,8
ClearFileMetadataRequest.java,2227,37,9,4
ClearFileMetadataResult.java,1420,5,9,4
CliDriver.java,378,258,24,10
CliOptionsProcessor.java,312,0,3,3
CliSessionState.java,1,58,1,1
ClientCommandHookFactory.java,255,0,3,2
ClientException.java,92,0,6,4
ClientHook.java,99,0,3,2
ClosedOrCancelledStatementException.java,29,0,1,1
CloudComputeService.java,6,2,1,1
CloudExecutionContextProvider.java,3,2,1,1
Cmp.java,949,1,4,3
CodahaleMetrics.java,2192,148,16,8
CodecPool.java,6,6,2,2
ColAndCol.java,72,64,4,4
ColOrCol.java,88,80,4,4
ColStatistics.java,51,145,6,5
CollectDesc.java,9,3,3,3
CollectOperator.java,33,15,5,4
Column.java,295,9,12,5
ColumnAccessAnalyzer.java,27,20,3,3
ColumnAccessInfo.java,27,5,2,2
ColumnBasedSet.java,7,7,1,1
ColumnInfo.java,54,9,10,6
ColumnMapper.java,7,5,3,3
ColumnMappingFactory.java,6,4,2,2
ColumnMappings.java,52,3,4,3
ColumnProjectionUtils.java,163,143,17,10
ColumnPruner.java,41,28,14,10
ColumnPrunerProcCtx.java,639,33,19,13
ColumnPrunerProcFactory.java,908,410,31,13
ColumnStatistics.java,204,178,21,10
ColumnStatisticsData.java,247,44,9,6
ColumnStatisticsDesc.java,168,148,15,7
ColumnStatisticsImpl.java,2022,1637,19,6
ColumnStatisticsObj.java,121,101,15,7
ColumnStatsAggregator.java,130,0,5,5
ColumnStatsAggregatorFactory.java,477,7,7,6
ColumnStatsDesc.java,9,3,3,3
ColumnStatsSemanticAnalyzer.java,217,178,26,13
ColumnStatsTask.java,112,26,11,6
ColumnStatsUpdateTask.java,131,18,9,5
ColumnStatsUpdateWork.java,9,3,3,3
ColumnStatsWork.java,12,5,4,3
ColumnStream.java,42,42,2,1
ColumnTruncateMapper.java,8,8,3,3
ColumnTruncateTask.java,36,30,15,10
ColumnTruncateWork.java,6,3,3,3
ColumnValue.java,83,4,9,6
ColumnVector.java,1008,900,23,8
ColumnVectorBatch.java,46,0,3,2
ColumnVectorProducer.java,373,337,16,2
ColumnVectorVisitor.java,31,31,2,1
ColumnarSerDe.java,35,31,8,6
ColumnarSplit.java,66,33,3,2
ColumnarSplitSizeEstimator.java,65,6,3,3
ColumnarStorageBench.java,595,123,12,7
ColumnarStruct.java,6,6,2,2
CombineEquivalentWorkResolver.java,1476,16,8,7
CombineHiveInputFormat.java,420,421,20,13
CombineHiveRecordReader.java,13,6,4,4
Command.java,159,0,3,3
CommandHandler.java,2,2,1,1
CommandProcessorFactory.java,26,9,4,3
CommandProcessorResponse.java,102,18,6,4
CommandTestUtils.java,327,6,5,5
CommandUtil.java,16,7,3,3
Commands.java,1771,704,34,13
CommitTxnRequest.java,82,62,15,7
CommonFastHashTable.java,384,0,3,3
CommonFunctionInfo.java,0,50,2,2
CommonJoinOperator.java,59,41,13,8
CommonJoinTaskDispatcher.java,17,30,9,6
CommonMergeJoinDesc.java,87,27,12,9
CommonMergeJoinOperator.java,1379,355,31,12
CompactIndexHandler.java,12,14,7,6
CompactionInfo.java,123,6,10,5
CompactionRequest.java,176,156,15,7
CompactionTxnHandler.java,862,475,24,10
CompactionType.java,6,6,6,4
CompactorMR.java,219,108,30,11
CompactorTest.java,258,86,17,8
CompactorThread.java,58,43,11,8
CompareOp.java,17,0,1,1
CompilationOpContext.java,36,0,1,1
CompileProcessor.java,33,12,5,4
CompleteDelegator.java,21,21,7,6
Complex.java,1380,856,22,11
CompositeAccumuloRowIdFactory.java,6,4,2,2
CompositeHBaseKeyFactory.java,8,8,2,2
CompositePartitionSpecProxy.java,22,4,3,3
CompositeService.java,6,6,2,2
CompressionBuffer.java,119,0,1,1
CompressionCodec.java,100,73,7,5
CompressionKind.java,43,2,2,1
CompressionUtils.java,153,22,3,3
ConditionalResolverCommonJoin.java,6,6,2,2
ConditionalResolverMergeFiles.java,2,0,1,1
ConditionalTask.java,0,5,1,1
ConditionalWork.java,15,5,5,5
Conf.java,875,0,5,4
ConfServlet.java,101,0,1,1
ConfigValSecurityException.java,81,61,15,7
Conn.java,1351,24,15,7
Connection.java,105,15,8,6
ConnectionError.java,6,1,2,1
ConnectionException.java,92,0,6,4
ConstantPropagate.java,87,52,20,14
ConstantPropagateProcCtx.java,302,230,14,11
ConstantPropagateProcFactory.java,2725,771,46,17
ConstantVectorExpression.java,5,14,4,4
Consumer.java,91,61,6,1
ConsumerFeedback.java,66,33,4,1
ContainerFactory.java,108,57,4,1
ContainerRunner.java,44,7,5,3
ContainerRunnerImpl.java,1094,713,34,6
Context.java,189,29,19,12
ControlledClock.java,43,0,1,1
ConversionTreeReaderFactory.java,190,38,6,4
ConvertAstToSearchArg.java,2272,60,19,8
ConvertJoinMapJoin.java,1715,818,40,15
Converter.java,400,44,9,5
ConverterParent.java,45,4,5,5
Converters.java,533,268,6,1
CookieSigner.java,366,6,8,7
Copy.java,2251,38,9,6
CopyTask.java,6,6,2,2
CopyWork.java,12,9,3,3
CorrelationOptimizer.java,23,27,6,6
CorrelationUtilities.java,151,196,10,7
Counter.java,265,0,6,5
CounterStatsAggregator.java,31,112,7,4
CounterStatsAggregatorSpark.java,76,76,7,4
CounterStatsAggregatorTez.java,15,103,6,4
CounterStatsPublisher.java,17,83,7,4
CreateDatabaseDesc.java,12,6,3,3
CreateDatabaseReplicationTask.java,114,0,3,3
CreateFunctionDesc.java,9,6,3,3
CreateMacroDesc.java,9,6,3,3
CreatePartitionHelper.java,332,332,8,6
CreateSequenceFile.java,11,2,1,1
CreateTableDesc.java,88,40,9,7
CreateTableHook.java,1,3,1,1
CreateTableLikeDesc.java,31,16,4,3
CreateTableReplicationTask.java,255,0,3,3
CreateViewDesc.java,15,9,3,3
CrossProductCheck.java,25,13,4,4
CryptoProcessor.java,190,6,3,3
CuckooSetBytes.java,7,7,7,7
CuckooSetDouble.java,0,6,3,3
CuckooSetLong.java,3,3,3,3
CuratorFrameworkSingleton.java,82,6,3,3
CurrentNotificationEventId.java,465,62,16,7
CurrentRowDef.java,55,5,5,4
CustomNonSettableStructObjectInspector1.java,8,8,2,2
CustomPartitionEdge.java,6,7,3,3
CustomPartitionVertex.java,331,127,14,9
CustomSerDe1.java,1,0,1,1
CustomSerDe2.java,1,0,1,1
CustomVertexConfiguration.java,93,2,2,2
DBTokenStore.java,184,161,5,2
DDLSemanticAnalyzer.java,932,968,40,17
DDLTask.java,1881,2207,56,21
DDLWork.java,150,63,7,6
DaemonContainerLauncher.java,209,209,4,4
DaemonTaskSchedulerService.java,418,418,4,4
DagUtils.java,384,166,30,15
DataCache.java,201,101,3,1
DataInputByteBuffer.java,98,0,1,1
DataReadMethod.java,29,0,1,1
DataReader.java,176,118,5,2
DataWritableGroupConverter.java,6,150,2,2
DataWritableReadSupport.java,625,331,19,8
DataWritableRecordConverter.java,52,47,14,8
DataWritableWriteSupport.java,26,26,7,6
DataWritableWriter.java,2711,1366,17,9
Database.java,281,316,15,7
DatabaseConnection.java,157,24,10,6
DatabaseWritable.java,64,64,3,1
Date.java,1231,62,18,9
DateColumnStatistics.java,54,52,7,4
DateColumnStatsData.java,2260,128,18,9
DateStreamReader.java,208,208,8,2
DateTimeMath.java,642,0,3,3
DateUtils.java,233,5,8,5
DateWritable.java,223,273,15,9
DbLockManager.java,196,67,18,11
DbNotificationListener.java,358,69,12,9
DbTxnManager.java,566,189,26,11
Deadline.java,584,11,12,9
DeadlineException.java,87,0,3,3
DebugUtils.java,249,171,14,1
Decimal.java,122,107,15,7
Decimal128.java,40,82,3,3
Decimal128FastBuffer.java,16,1,1,1
DecimalColumnInList.java,14,17,1,1
DecimalColumnStatistics.java,46,45,2,1
DecimalColumnStatsAggregator.java,215,0,5,5
DecimalColumnStatsData.java,148,128,15,7
DecimalColumnVector.java,686,662,20,7
DecimalStreamReader.java,265,265,9,2
DecimalTypeInfo.java,48,10,6,5
DecimalUtil.java,319,56,5,3
DeepParquetHiveMapInspector.java,31,41,9,5
DefaultAccumuloRowIdFactory.java,4,4,2,2
DefaultBucketMatcher.java,6,6,2,2
DefaultFetchFormatter.java,8,10,7,3
DefaultFileAccess.java,139,138,7,5
DefaultGraphWalker.java,239,108,12,8
DefaultHBaseKeyFactory.java,26,15,5,3
DefaultHBaseValueFactory.java,40,22,4,2
DefaultHiveAuthorizationTranslator.java,162,0,2,2
DefaultHivePartitioner.java,4,2,2,2
DefaultMetaStoreFilterHookImpl.java,128,24,4,4
DefaultOutputCommitterContainer.java,15,15,5,4
DefaultOutputFormatContainer.java,16,12,4,3
DefaultUDAFEvaluatorResolver.java,6,9,3,3
DelegatedListObjectInspector.java,0,66,1,1
DelegatedMapObjectInspector.java,0,75,1,1
DelegatedObjectInspectorFactory.java,0,61,1,1
DelegatedStructObjectInspector.java,0,103,1,1
DelegatedUnionObjectInspector.java,0,74,1,1
DelegationTokenIdentifier.java,52,52,2,1
DelegationTokenSecretManager.java,100,100,2,1
DelegationTokenSelector.java,33,33,2,1
DelegationTokenStore.java,124,119,3,1
DeleteDelegator.java,6,6,2,2
DeleteResourceProcessor.java,33,12,5,4
DelimitedAccumuloRowIdFactory.java,6,4,2,2
DelimitedInputWriter.java,105,38,13,8
DelimitedJSONSerDe.java,10,8,4,4
DemuxDesc.java,9,3,3,3
DemuxOperator.java,123,71,12,7
DependencyCollectionWork.java,9,3,3,3
DependencyResolver.java,561,12,7,6
DeprecatedSeparatedValuesOutputFormat.java,88,0,4,4
DescDatabaseDesc.java,12,9,3,3
DescFunctionDesc.java,12,9,3,3
DescTableDesc.java,18,12,3,3
DeserializeRead.java,1164,3,4,4
DfsProcessor.java,33,12,5,4
DictionaryStringReader.java,164,164,2,1
DirWatcher.java,426,12,4,3
DirectDecompressionCodec.java,28,26,2,1
DirectStringReader.java,90,90,2,1
DiskRange.java,414,114,10,3
DiskRangeInfo.java,121,62,5,3
DiskRangeList.java,878,258,13,6
DoubleColumnStatistics.java,46,44,2,1
DoubleColumnStatsAggregator.java,180,0,5,5
DoubleColumnStatsData.java,150,130,15,7
DoubleColumnStream.java,98,98,2,1
DoubleColumnVector.java,801,796,16,6
DoubleCompare.java,17,0,1,1
DoubleStreamReader.java,317,317,10,2
Driver.java,1536,772,76,28
DriverContext.java,10,6,2,2
DropDatabaseCommand.java,297,0,3,3
DropDatabaseDesc.java,12,6,3,3
DropDatabaseReplicationTask.java,168,0,3,3
DropFunctionDesc.java,12,6,3,3
DropIndexDesc.java,11,2,1,1
DropIndexEvent.java,36,0,1,1
DropMacroDesc.java,12,6,3,3
DropPartitionCommand.java,366,0,3,3
DropPartitionEvent.java,32,24,4,4
DropPartitionReplicationTask.java,231,0,3,3
DropPartitionsExpr.java,127,112,15,7
DropPartitionsRequest.java,230,210,15,7
DropPartitionsResult.java,147,127,18,9
DropTableCommand.java,339,0,3,3
DropTableDesc.java,117,129,14,7
DropTableReplicationTask.java,168,0,3,3
DummyContextUDF.java,3,1,1,1
DummyHiveAuthorizationValidator.java,69,6,6,5
DummyHiveMetastoreAuthorizationProvider.java,6,6,2,2
DummyListener.java,31,10,1,1
DummyMetaStoreInitListener.java,4,4,2,2
DummyPartition.java,8,8,2,2
DummyPreListener.java,1,1,1,1
DummyRawStoreControlledCommit.java,248,124,18,7
DummyRawStoreForJdoConnection.java,315,182,20,8
DummyStatsAggregator.java,14,18,3,2
DummyStatsPublisher.java,18,12,2,2
DummyStoreDesc.java,9,3,3,3
DummyStoreOperator.java,40,26,6,5
DummyTxnManager.java,125,100,23,12
DynamicByteArray.java,304,304,3,2
DynamicIntArray.java,142,142,2,1
DynamicPartitionCtx.java,0,54,2,2
DynamicPartitionFileRecordWriterContainer.java,45,15,6,4
DynamicPartitionPruner.java,591,282,9,7
DynamicPartitionPruningOptimization.java,263,151,14,9
DynamicPruningEventDesc.java,24,3,4,4
DynamicSerDe.java,10,6,3,3
ETypeConverter.java,163,136,16,7
EmbeddedLockManager.java,30,8,2,2
EmbeddedThriftBinaryCLIService.java,34,4,9,6
EncodedColumn.java,69,69,5,1
EncodedColumnBatch.java,413,271,9,1
EncodedDataConsumer.java,290,96,12,3
EncodedDataProducer.java,37,37,5,1
EncodedDataReader.java,41,41,6,1
EncodedOrcFile.java,30,0,1,1
EncodedReader.java,92,34,6,2
EncodedReaderImpl.java,3404,2039,38,5
EncodedRecordReaderImplFactory.java,2033,2033,2,1
EncodedTreeReaderFactory.java,4065,2229,7,3
Entity.java,10,6,1,1
EnvironmentContext.java,146,181,15,7
Equal.java,17,0,1,1
ErrorMsg.java,164,97,37,15
EventCleanerTask.java,8,8,2,2
EventRequestType.java,102,6,8,6
EvictingPriorityBlockingQueue.java,84,8,6,2
EvictionAwareAllocator.java,34,4,3,1
EvictionDispatcher.java,52,0,1,1
EvictionListener.java,50,27,4,1
ExampleUseCase.java,427,0,6,4
Exec.java,11176,235,22,8
ExecDriver.java,204,159,39,18
ExecMapper.java,57,130,12,7
ExecMapperContext.java,20,44,9,7
ExecReducer.java,48,95,10,7
ExecServiceImpl.java,11,9,3,3
ExecuteStatementOperation.java,1,14,1,1
ExecutionContext.java,1,1,1,1
ExecutionPhase.java,4,0,1,1
EximReplicationTaskFactory.java,189,0,3,3
EximUtil.java,512,230,11,7
Explain.java,36,3,3,3
ExplainSQRewriteSemanticAnalyzer.java,2,1,1,1
ExplainSQRewriteTask.java,0,1,1,1
ExplainSemanticAnalyzer.java,57,20,14,9
ExplainTask.java,466,308,30,16
ExplainWork.java,135,39,9,7
ExplosionDesc.java,9,3,3,3
ExportCommand.java,393,0,3,3
ExportSemanticAnalyzer.java,308,97,9,5
ExprNodeColumnDesc.java,9,4,1,1
ExprNodeColumnListDesc.java,5,8,1,1
ExprNodeConstantDesc.java,137,68,12,7
ExprNodeConverter.java,1224,491,26,12
ExprNodeDesc.java,80,28,7,5
ExprNodeDescUtils.java,820,15,14,10
ExprNodeEvaluatorFactory.java,37,51,8,5
ExprNodeGenericFuncDesc.java,41,33,8,5
ExprNodeGenericFuncEvaluator.java,45,21,9,7
ExprNodeNullDesc.java,0,345,5,4
ExprNodeNullEvaluator.java,0,235,5,4
ExprProcCtx.java,6,6,2,2
ExprProcFactory.java,534,45,17,9
ExprWalkerInfo.java,168,477,11,10
ExprWalkerProcFactory.java,324,199,13,9
Expression.java,3249,58,16,7
ExpressionTree.java,1451,654,21,12
ExtractDesc.java,0,90,2,2
ExtractOperator.java,0,138,2,2
FSStatsAggregator.java,47,41,6,4
FSStatsPublisher.java,63,42,6,4
FadvisedChunkedFile.java,84,6,3,3
FadvisedFileRegion.java,166,6,3,3
FairSchedulerShim.java,76,6,3,3
FakeCaptureOutputOperator.java,47,29,5,4
FakeVectorDataSourceOperator.java,31,10,5,4
FakeVectorRowBatchFromObjectIterables.java,2,2,1,1
FetchOperator.java,379,449,24,13
FetchTask.java,18,10,7,6
FetchWork.java,31,20,5,3
FieldSchema.java,211,191,20,10
FifoCachePolicy.java,144,144,4,1
File.java,702,12,8,6
FileDump.java,1691,655,35,11
FileFormatException.java,150,0,5,5
FileMergeDesc.java,76,0,1,1
FileMetaInfo.java,132,68,5,2
FileMetadata.java,130,66,4,2
FileMetadataExprType.java,127,43,5,2
FileMetadataHandler.java,90,30,4,2
FileOutputCommitterContainer.java,82,77,11,7
FileOutputFormatContainer.java,28,26,10,7
FileSinkDesc.java,199,77,12,8
FileSinkOperator.java,359,239,32,12
FileSinkProcessor.java,8,8,2,2
FileUtils.java,598,382,19,12
FilterDecimalColumnInList.java,14,17,1,1
FilterDesc.java,190,58,20,12
FilterExprAndExpr.java,28,4,4,3
FilterExprOrExpr.java,508,52,4,3
FilterOperator.java,39,51,13,6
FilterPredicateLeafBuilder.java,100,20,6,5
FilterSelectivityEstimator.java,589,286,5,3
FilterStringColumnInList.java,12,27,3,3
FilterStructColumnInList.java,536,1,4,4
FinishableStateUpdateHandler.java,21,0,1,1
FireEventRequest.java,1970,245,22,10
FireEventRequestData.java,671,41,8,6
FireEventResponse.java,619,41,17,9
FirstCharAccumuloCompositeRowId.java,9,20,4,4
FirstInFirstOutComparator.java,81,0,1,1
FixedBucketPruningOptimizer.java,343,3,3,3
FixedSizedObjectPool.java,334,19,4,3
FlatRowContainer.java,437,6,6,5
FloatColumnStream.java,100,100,2,1
FloatStreamReader.java,320,320,10,2
FolderPermissionBase.java,428,118,12,7
ForwardDesc.java,9,3,3,3
ForwardOperator.java,39,5,5,4
ForwardWalker.java,84,84,10,8
FosterStorageHandler.java,49,9,4,4
FragmentCompletionHandler.java,22,0,1,1
FuncBRoundWithNumDigitsDecimalToDecimal.java,160,0,4,3
FuncDecimalToLong.java,0,13,1,1
FuncDoubleToDecimal.java,0,1,1,1
FuncLongToDecimal.java,0,1,1,1
FuncRoundWithNumDigitsDecimalToDecimal.java,43,48,5,3
Function.java,4131,353,35,9
FunctionDatetime.java,783,28,9,5
FunctionInfo.java,197,26,3,3
FunctionMisc.java,1347,44,12,6
FunctionOra.java,1231,81,10,6
FunctionRegistry.java,1389,2023,50,17
FunctionSemanticAnalyzer.java,48,29,6,5
FunctionString.java,1472,92,9,5
FunctionTask.java,151,148,10,8
FunctionType.java,6,6,6,4
FunctionWork.java,26,0,2,2
GenMRFileSink1.java,6,6,2,2
GenMRSkewJoinProcessor.java,23,25,3,2
GenMRTableScan1.java,84,63,13,6
GenMapRedUtils.java,678,384,41,17
GenMapRedWalker.java,3,3,3,3
GenSparkProcContext.java,244,25,9,7
GenSparkSkewJoinProcessor.java,491,76,15,9
GenSparkUtils.java,1149,55,21,12
GenSparkWork.java,322,36,7,6
GenSparkWorkWalker.java,117,3,4,3
GenTezProcContext.java,119,4,14,9
GenTezUtils.java,381,229,30,15
GenTezWork.java,740,205,22,12
GenTezWorkWalker.java,21,3,6,6
GenVectorCode.java,2723,180,17,9
Generator.java,52,42,9,8
GenericUDAFAverage.java,86,141,7,6
GenericUDAFCollectList.java,55,45,10,5
GenericUDAFCollectSet.java,50,45,10,5
GenericUDAFComputeStats.java,487,279,13,7
GenericUDAFContextNGrams.java,33,30,5,5
GenericUDAFCount.java,9,26,8,5
GenericUDAFCovariance.java,0,20,5,5
GenericUDAFCumeDist.java,0,20,5,5
GenericUDAFDenseRank.java,0,20,5,5
GenericUDAFEWAHBitmap.java,12,12,5,5
GenericUDAFFirstValue.java,176,128,12,7
GenericUDAFHistogramNumeric.java,32,23,10,7
GenericUDAFLag.java,6,6,2,2
GenericUDAFLastValue.java,151,101,11,7
GenericUDAFLead.java,6,6,2,2
GenericUDAFLeadLag.java,6,6,2,2
GenericUDAFMax.java,213,146,13,9
GenericUDAFMin.java,21,31,7,6
GenericUDAFMkCollectionEvaluator.java,59,71,9,4
GenericUDAFNTile.java,6,6,2,2
GenericUDAFPercentRank.java,6,6,2,2
GenericUDAFPercentileApprox.java,29,23,10,7
GenericUDAFRank.java,6,6,2,2
GenericUDAFRowNumber.java,6,6,2,2
GenericUDAFStd.java,8,0,4,3
GenericUDAFStreamingEvaluator.java,373,204,11,5
GenericUDAFSum.java,115,154,12,9
GenericUDAFSumEmptyIsZero.java,189,0,3,3
GenericUDAFSumList.java,6,6,2,2
GenericUDAFVariance.java,14,6,6,5
GenericUDAFnGrams.java,45,21,7,6
GenericUDF.java,1140,140,19,11
GenericUDFAbs.java,17,29,3,3
GenericUDFAddMonths.java,347,310,9,6
