Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AMReporter.java,6,3,1,1,0,1,564425.0,1,0,1,0,1,564425.0,1.0,1
AbortTxnRequest.java,49,75,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AbortTxnsRequest.java,60,82,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AbstractCliConfig.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
AbstractFilterStringColLikeStringScalar.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
AbstractMetaStoreService.java,158,0,2,2,0,2,3075473.5,2,0,2,0,2,3075473.5,1.0,1
AccumuloHiveRow.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
AddDynamicPartitions.java,100,125,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AddForeignKeyRequest.java,61,83,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AddPartitionsRequest.java,207,127,2,2,0,2,965121.5,2,0,2,0,2,965121.5,1.0,1
AddPartitionsResult.java,62,84,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AddPrimaryKeyRequest.java,61,83,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AddResourceProcessor.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
Adjacency.java,84,106,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AdjacencyType.java,3,5,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AggrStats.java,67,92,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AlreadyExistsException.java,56,79,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
AvroLazyObjectInspector.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
BinaryColumnStatsData.java,72,104,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
BooleanColumnStatsData.java,72,104,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
BytesBytesMultiHashMap.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
CLIServiceTest.java,2,2,1,1,0,1,1157886.0,1,0,1,0,1,1157886.0,1.0,1
CacheFileMetadataRequest.java,82,106,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
CacheFileMetadataResult.java,49,75,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
CheckColumnAccessHook.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
CheckLockRequest.java,67,95,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
CheckTableAccessHook.java,1,1,1,1,0,1,2028569.0,1,0,1,0,1,2028569.0,1.0,1
ClearFileMetadataRequest.java,60,82,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
ClearFileMetadataResult.java,43,66,1,1,0,1,154250.0,1,0,1,0,1,154250.0,1.0,1
