Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
VectorUDFDateAddColCol.java,135,10,2,2
VectorUDFDateAddColScalar.java,5,6,1,1
VectorUDFDateAddScalarCol.java,25,10,2,2
VectorUDFDateDiffColCol.java,72,35,2,2
VectorUDFDateDiffColScalar.java,5,7,1,1
VectorUDFDateDiffScalarCol.java,5,5,1,1
VectorUDFDateLong.java,0,8,1,1
VectorUDFDateString.java,0,11,1,1
VectorUDFDateTimestamp.java,0,9,1,1
VectorUDFDayOfWeekString.java,3,1,1,1
VectorUDFTimestampFieldDate.java,5,3,1,1
VectorUDFTimestampFieldString.java,3,1,1,1
VectorUDFTimestampFieldTimestamp.java,3,1,1,1
VectorUDFUnixTimeStampDate.java,3,3,1,1
VectorUDFUnixTimeStampString.java,10,2,1,1
VectorVerifyFast.java,10,10,1,1
VectorizationContext.java,78,53,6,4
VectorizedBatchUtil.java,23,30,4,3
VectorizedColumnReaderTestBase.java,17,6,1,1
VectorizedInputFormatInterface.java,1,0,1,1
VectorizedOrcAcidRowBatchReader.java,124,97,6,3
VectorizedOrcInputFormat.java,7,1,1,1
VectorizedPrimitiveColumnReader.java,83,21,2,2
VectorizedRowBatchCtx.java,14,31,3,3
VectorizedRowGroupGenUtil.java,3,3,1,1
Vectorizer.java,166,13,2,2
VerifyFast.java,10,10,1,1
VerifyFastRow.java,10,11,1,1
VerifyLazy.java,7,7,1,1
WMFullResourcePlan.java,72,72,1,1
WMGetAllResourcePlanResponse.java,18,18,1,1
WMGetTriggersForResourePlanResponse.java,18,18,1,1
WMValidateResourcePlanResponse.java,32,32,1,1
Warehouse.java,62,11,2,2
WarehouseInstance.java,88,5,3,1
WritableByteChannelAdapter.java,125,0,1,1
WritableConstantDateObjectInspector.java,4,5,1,1
WritableConstantTimestampObjectInspector.java,4,5,1,1
WritableDateObjectInspector.java,25,12,1,1
WritableHiveCharObjectInspector.java,3,7,1,1
WritableHiveVarcharObjectInspector.java,3,3,1,1
WritableTimestampObjectInspector.java,25,13,1,1
WriterImpl.java,26,12,2,2
hive_metastore_types.cpp,3831,3773,3,3
package-info.java,23,0,1,1
