Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
CastTimestampToVarChar.java,55,0,1,1
CharScalarConcatStringGroupCol.java,2,54,2,1
Cleaner.java,8,2,1,1
CliConfigs.java,15,8,4,4
ColStatistics.java,0,1,1,1
ColumnStatisticsObjTranslator.java,3,3,1,1
ColumnStatsAutoGatherContext.java,1,0,1,1
ColumnStatsSemanticAnalyzer.java,1,27,1,1
ColumnStatsUpdateTask.java,2,2,1,1
ColumnTruncateMapper.java,3,1,1,1
ColumnVectorGenUtil.java,6,5,1,1
Commands.java,4,1,1,1
CommonMergeJoinOperator.java,24,7,1,1
CompactorMR.java,12,48,2,1
CompressionUtils.java,4,0,1,1
ConditionalResolverMergeFiles.java,1,1,1,1
ConstantVectorExpression.java,2,1,1,1
Constants.java,1,0,1,1
ConsumerFileMetadata.java,4,1,2,2
Context.java,95,44,6,3
ConvertJoinMapJoin.java,86,10,3,3
CopyTask.java,13,36,1,1
CopyUtils.java,62,32,2,1
CopyWork.java,0,18,1,1
CreateTableDesc.java,1,1,1,1
CreationMetadata.java,107,4,1,1
DDLSemanticAnalyzer.java,2,2,2,2
DDLTask.java,56,29,5,3
DataType.java,2,2,1,1
DataWritableWriter.java,6,6,1,1
DatabaseAccessorFactory.java,2,1,1,1
DatabaseEventsIterator.java,2,2,1,1
Date.java,181,0,1,1
DateColSubtractDateColumn.java,13,16,1,1
DateColSubtractDateScalar.java,10,12,1,1
DateObjectInspector.java,3,4,1,1
DateParser.java,11,13,1,1
DatePartitionedLogger.java,177,167,2,1
DateScalarSubtractDateColumn.java,8,10,1,1
DateTimeMath.java,255,49,1,1
DateUtils.java,2,0,1,1
DateWritable.java,1,0,1,1
DateWritableV2.java,154,0,1,1
DbLockManager.java,16,2,1,1
DbTxnManager.java,88,59,1,1
DecimalColumnInList.java,0,1,1,1
DeserializeRead.java,6,6,1,1
Deserializer.java,635,188,5,3
Driver.java,432,247,6,2
DriverUtils.java,77,0,1,1
DropPartitionHandler.java,2,41,1,1
DruidGroupByQueryRecordReader.java,11,66,1,1
DruidQueryBasedInputFormat.java,23,25,1,1
DruidScanQueryRecordReader.java,0,1,1,1
DruidSerDe.java,210,204,3,3
DruidSerDeUtils.java,1,4,1,1
DruidSqlOperatorConverter.java,287,33,4,1
DruidStorageHandler.java,53,37,2,2
DruidStorageHandlerUtils.java,13,14,2,1
DruidStorageHandlerUtilsTest.java,0,32,1,1
DummyHCatAuthProvider.java,7,0,1,1
DummyHiveMetastoreAuthorizationProvider.java,6,2,1,1
DummyRawStoreControlledCommit.java,22,2,2,2
DummyRawStoreFailEvent.java,24,3,2,2
DummyRawStoreForJdoConnection.java,21,1,2,2
DynamicValueVectorExpression.java,3,3,1,1
ETypeConverter.java,223,281,2,2
EmbeddedThriftBinaryCLIService.java,22,5,1,1
EncodedTreeReaderFactory.java,191,19,2,2
EnumValidator.java,26,0,1,1
ErrorMsg.java,11,0,1,1
EventMessage.java,2,1,1,1
EventUtils.java,2,2,1,1
EximUtil.java,6,2,1,1
ExportSemanticAnalyzer.java,30,15,1,1
ExportTask.java,5,7,2,2
ExportWork.java,39,21,1,1
ExprNodeConverter.java,2,2,1,1
ExprNodeGenericFuncDesc.java,9,8,4,3
ExpressionFactory.java,3,1,1,1
FSTableEvent.java,3,3,1,1
FetchOperator.java,60,33,2,2
FetchTask.java,2,1,3,1
FileOperations.java,162,73,5,2
FileSinkDesc.java,15,6,2,2
FileSinkOperator.java,54,30,2,2
FileUtils.java,11,0,1,1
FindSchemasByColsResp.java,18,18,1,1
FixedBucketPruningOptimizer.java,18,2,1,1
FunctionRegistry.java,8,7,2,2
GenVectorCode.java,10,40,5,3
GenericColumnVectorProducer.java,7,4,2,2
GenericUDAFBloomFilter.java,4,5,1,1
GenericUDAFComputeStats.java,8,8,1,1
GenericUDF.java,66,13,1,1
GenericUDFAddMonths.java,83,29,2,2
GenericUDFConcat.java,3,8,1,1
GenericUDFCurrentAuthorizer.java,120,0,1,1
GenericUDFCurrentDate.java,7,8,1,1
GenericUDFCurrentTimestamp.java,9,6,1,1
GenericUDFDate.java,9,10,1,1
GenericUDFDateAdd.java,10,11,1,1
GenericUDFDateDiff.java,16,15,1,1
GenericUDFDateFormat.java,15,9,1,1
GenericUDFDateSub.java,4,25,2,2
GenericUDFFromUtcTimestamp.java,10,37,1,1
GenericUDFInBloomFilter.java,4,5,1,1
GenericUDFLastDay.java,10,14,1,1
GenericUDFMask.java,5,5,1,1
GenericUDFMaskHash.java,1,2,1,1
GenericUDFMonthsBetween.java,17,12,1,1
GenericUDFNextDay.java,16,15,1,1
GenericUDFOPDTIMinus.java,8,8,1,1
GenericUDFOPDTIPlus.java,8,8,1,1
GenericUDFQuarter.java,2,6,1,1
GenericUDFReflect2.java,3,3,1,1
GenericUDFRestrictInformationSchema.java,9,7,1,1
GenericUDFTimestamp.java,1,1,1,1
GenericUDFToUnixTimeStamp.java,5,5,1,1
GenericUDFTrunc.java,27,32,1,1
GenericUDFUnixTimeStamp.java,2,1,1,1
GenericUDTFGetSplits.java,102,54,8,3
GroupByOperator.java,1,1,1,1
HBaseRowSerializer.java,1,1,1,1
HCatBaseStorer.java,4,4,1,1
HCatBaseTest.java,37,13,2,1
HCatLoader.java,1,0,1,1
HCatRecord.java,2,2,1,1
HDFSPermissionPolicyProvider.java,120,0,1,1
HLLDenseRegister.java,25,0,1,1
HLLSparseRegister.java,20,19,2,2
Hive.java,214,96,6,4
HiveAlterHandler.java,41,86,4,4
HiveAuthorizationProviderBase.java,18,3,2,2
HiveCommandOperation.java,1,3,1,1
HiveConf.java,68,45,28,10
HiveConnection.java,2,2,1,1
HiveDateAddSqlOperator.java,30,0,1,1
HiveDateSubSqlOperator.java,30,0,1,1
HiveDruidRules.java,231,9,1,1
HiveEndPoint.java,66,76,1,1
HiveExtractDate.java,2,4,1,1
HiveFilterProjectTransposeRule.java,7,1,1,1
HiveFromUnixTimeSqlOperator.java,32,0,1,1
HiveHBaseInputFormatUtil.java,1,2,1,1
HiveInputFormat.java,144,100,2,1
HiveLock.java,26,0,1,1
HiveMaterializedViewsRegistry.java,5,2,1,1
HiveMetaStore.java,214,86,8,7
HiveMetaStoreClient.java,18,8,5,4
HiveMetaStoreClientPreCatalog.java,10,7,3,3
HiveMetaTool.java,0,409,1,1
HiveMetastoreAuthorizationProvider.java,7,0,1,1
HiveObjectPrivilege.java,108,4,1,1
HiveObjectPrivilegeBuilder.java,7,1,1,1
HiveProtoLoggingHook.java,30,8,2,1
HiveReduceExpressionsWithStatsRule.java,6,5,2,2
HiveRelDecorrelator.java,176,266,1,1
HiveRelOptUtil.java,113,0,1,1
HiveSchemaHelper.java,13,6,4,2
HiveSchemaTool.java,90,15,4,3
HiveServer2.java,70,31,3,3
HiveSplitGenerator.java,90,49,4,1
HiveStorageHandler.java,9,4,1,1
HiveStreamingConnection.java,29,19,3,1
HiveStrictManagedMigration.java,934,1,3,1
HiveStrictManagedUtils.java,215,115,3,1
HiveToDateSqlOperator.java,37,0,1,1
HiveTruncSqlOperator.java,36,0,1,1
HiveUnixTimestampSqlOperator.java,32,0,1,1
HiveV1Authorizer.java,9,9,1,1
HiveVolcanoPlanner.java,4,1,1,1
HyperLogLog.java,58,28,3,3
HyperLogLogUtils.java,18,1,1,1
IHMSHandler.java,0,15,1,1
IMetaStoreClient.java,18,2,3,3
IfExprCharScalarStringGroupColumn.java,3,4,1,1
IfExprCharScalarStringScalar.java,2,4,1,1
IfExprStringGroupColumnCharScalar.java,2,3,1,1
IfExprStringGroupColumnVarCharScalar.java,3,3,1,1
IfExprStringScalarCharScalar.java,2,4,1,1
IfExprStringScalarVarCharScalar.java,2,4,1,1
IfExprVarCharScalarStringGroupColumn.java,3,4,1,1
IfExprVarCharScalarStringScalar.java,2,4,1,1
ImportSemanticAnalyzer.java,36,40,3,2
InitializeTableWriteIdsRequest.java,42,0,1,1
InjectableBehaviourObjectStore.java,113,6,1,1
JSONAlterCatalogMessage.java,90,0,1,1
JSONMessageFactory.java,12,0,1,1
JavaConstantDateObjectInspector.java,3,4,1,1
JavaConstantTimestampObjectInspector.java,3,4,1,1
JavaDateObjectInspector.java,22,9,1,1
JavaTimestampObjectInspector.java,25,15,1,1
JsonSerDe.java,5,8,3,2
KeyWrapperFactory.java,12,0,1,1
LazyBinaryDate.java,4,4,1,1
LazyBinaryDeserializeRead.java,2,2,1,1
LazyBinarySerDe.java,5,5,1,1
LazyBinarySerDe2.java,4,4,1,1
LazyBinarySerializeWrite.java,7,7,1,1
LazyBinaryTimestamp.java,4,4,1,1
LazyBinaryUtils.java,2,2,1,1
LazyDate.java,6,6,1,1
LazyDateObjectInspector.java,4,5,1,1
LazyHBaseRow.java,3,1,1,1
LazySimpleDeserializeRead.java,4,3,2,2
LazySimpleSerializeWrite.java,9,9,1,1
LazyTimestamp.java,8,8,1,1
LazyTimestampObjectInspector.java,3,3,1,1
LlapArrowBatchRecordReader.java,82,0,1,1
LlapArrowRecordWriter.java,70,0,1,1
LlapArrowRowInputFormat.java,53,0,1,1
LlapArrowRowRecordReader.java,107,0,1,1
LlapBaseInputFormat.java,22,5,1,1
LlapBaseRecordReader.java,50,51,1,1
LlapCacheAwareFs.java,5,1,1,1
LlapInputFormat.java,11,2,2,2
LlapIoImpl.java,16,13,1,1
LlapOptionsProcessor.java,23,27,1,1
LlapOutputFormatService.java,8,3,1,1
LlapRecordReader.java,32,12,3,2
LlapRowRecordReader.java,15,11,1,1
LlapServiceDriver.java,6,5,1,1
LlapServiceInstance.java,1,1,1,1
LlapSliderUtils.java,66,145,1,1
LlapStatusServiceDriver.java,79,274,1,1
LlapTokenSelector.java,3,3,1,1
LoadConstraint.java,85,4,1,1
LoadDatabase.java,82,36,2,1
LoadFunction.java,26,0,1,1
LoadPartitions.java,99,78,3,2
LoadSemanticAnalyzer.java,12,6,2,2
LoadTable.java,60,78,3,2
LowLevelCacheMemoryManager.java,12,0,1,1
LowLevelLrfuCachePolicy.java,71,6,1,1
MCreationMetadata.java,13,3,1,1
MDBPrivilege.java,11,1,1,1
MDatabase.java,20,1,1,1
MGlobalPrivilege.java,11,1,1,1
MPartitionColumnPrivilege.java,11,1,1,1
MPartitionPrivilege.java,11,1,1,1
MTableColumnPrivilege.java,11,1,1,1
MTablePrivilege.java,11,1,1,1
MapOperator.java,5,0,1,1
MapredParquetInputFormat.java,6,0,1,1
MaskAndFilterInfo.java,3,1,1,1
Materialization.java,23,386,1,1
MaterializationsCacheCleanerTask.java,0,63,1,1
MaterializationsInvalidationCache.java,9,543,2,1
MaterializationsRebuildLockCleanerTask.java,25,5,1,1
MaterializedViewTask.java,0,2,1,1
MemoryDecider.java,6,6,1,1
MergeJoinWork.java,4,3,1,1
MessageFactory.java,3,0,1,1
MetaDataExportListener.java,2,4,1,1
MetaDataFormatUtils.java,2,2,1,1
MetaStoreClientTest.java,4,4,4,2
MetaStoreDirectSql.java,98,2,2,2
MetaStoreEventListener.java,4,0,1,1
MetaStoreListenerNotifier.java,3,0,1,1
MetaStoreUtils.java,42,3,3,3
MetadataOperation.java,1,1,1,1
MetastoreConf.java,26,5,5,3
MiniHS2.java,2,0,1,1
MoveTask.java,2,1,1,1
Murmur3.java,46,0,1,1
Murmur3Bench.java,107,0,1,1
MyTestClass.java,3,3,1,1
MyTestClassBigger.java,3,4,1,1
MyTestClassSmaller.java,3,4,1,1
MyTestPrimitiveClass.java,6,11,1,1
NanoTimeUtils.java,4,4,1,1
NoOperatorReuseCheckerHook.java,110,1,2,2
NonCatCallsWithCatalog.java,1247,89,2,2
NullRowsInputFormat.java,6,0,1,1
NullVectorExpression.java,112,56,3,2
NumDistinctValueEstimatorFactory.java,4,3,1,1
ObjectInspectorUtils.java,8,10,1,1
ObjectStore.java,376,146,4,4
OpTraitsRulesProcFactory.java,33,8,1,1
Operation.java,29,2,1,1
OperationLog.java,5,0,1,1
Operator.java,27,8,2,2
OperatorUtils.java,2,2,1,1
OrcEncodedDataConsumer.java,29,17,3,2
OrcEncodedDataReader.java,36,34,2,2
OrcFile.java,16,2,2,2
OrcFileMetadata.java,16,2,2,2
OrcInputFormat.java,51,25,6,4
OrcRawRecordMerger.java,53,29,4,2
OrcRecordUpdater.java,76,5,2,1
ParquetDataColumnReader.java,7,5,3,2
ParquetDataColumnReaderFactory.java,189,11,3,2
ParquetStringInspector.java,4,4,1,1
ParseDriver.java,11,0,1,1
Partition.java,12,1,1,1
PartitionExport.java,7,2,1,1
PartitionSerializer.java,8,0,1,1
PigHCatUtil.java,5,4,1,1
PolicyProviderContainer.java,77,0,1,1
PostExecWMEventsSummaryPrinter.java,1,0,1,1
PreAlterCatalogEvent.java,40,0,1,1
PreEventContext.java,2,1,1,1
PrimitiveObjectInspectorConverter.java,4,4,1,1
PrimitiveObjectInspectorFactory.java,4,4,1,1
PrimitiveObjectInspectorUtils.java,32,30,1,1
PrivilegeSynchonizer.java,39,31,1,1
ProtoMessageReader.java,66,66,2,1
ProtoMessageWritable.java,101,101,2,1
ProtoMessageWriter.java,71,71,2,1
QB.java,4,0,1,1
QOutProcessor.java,41,7,2,1
QTestUtil.java,29,7,3,2
QueryInfo.java,1,1,1,1
QueryResultsCache.java,6,0,1,1
RandomTypeUtil.java,189,0,1,1
RawStore.java,9,1,2,2
Reader.java,11,1,1,1
ReaderImpl.java,8,1,1,1
ReaderWriter.java,8,7,1,1
RecordIdentifier.java,1,0,1,1
RecordReaderImpl.java,42,22,3,3
ReduceRecordSource.java,10,0,1,1
RegexSerDe.java,2,2,1,1
RelOptHiveTable.java,9,6,1,1
ReplChangeManager.java,23,0,1,1
ReplCopyTask.java,2,1,1,1
ReplDumpTask.java,7,2,2,2
ReplLoadTask.java,18,8,3,1
ReplLoadWork.java,2,0,1,1
ReplUtils.java,123,0,2,1
ReplicationSemanticAnalyzer.java,52,26,4,2
Retry.java,76,0,1,1
RetryTestRunner.java,107,0,1,1
RexNodeConverter.java,49,29,2,2
RootAllocatorFactory.java,53,0,2,2
SQLAuthorizationUtils.java,1,1,1,1
SQLOperation.java,5,3,1,1
SQLStdHiveAuthorizationValidatorForTest.java,10,6,2,2
SamplePruner.java,4,3,1,1
SchemaVersion.java,18,18,1,1
SearchArgumentImpl.java,0,6,1,1
SemanticAnalyzer.java,172,75,16,7
SemanticAnalyzerFactory.java,1,1,1,1
SerDeEncodedDataReader.java,20,0,2,2
SerdeRandomRowSource.java,2,3,1,1
SerializationUtilities.java,8,6,1,1
SerializeFilter.java,2,4,1,1
SerializeWrite.java,2,2,1,1
Serializer.java,582,41,5,3
SessionHiveMetaStoreClient.java,6,1,2,2
SessionState.java,16,6,3,3
SettableDateObjectInspector.java,9,4,1,1
SettableTimestampObjectInspector.java,9,4,1,1
ShutdownHookManager.java,6,2,1,1
SimpleFetchOptimizer.java,10,3,1,1
SplitOpTreeForDPP.java,5,2,1,1
SqlFunctionConverter.java,27,12,3,1
StatsOptimizer.java,27,25,3,3
StatsRulesProcFactory.java,171,9,3,1
StatsUpdaterThread.java,652,0,1,1
StatsUtils.java,34,2,2,2
StorageBasedAuthorizationProvider.java,8,1,2,2
StorageHandlerMock.java,103,0,1,1
StrictJsonWriter.java,5,0,1,1
StrictRegexWriter.java,17,2,1,1
StringGroupColConcatCharScalar.java,2,54,2,1
StringGroupColConcatStringScalar.java,1,2,1,1
StringGroupColConcatVarCharScalar.java,0,52,1,1
StringGroupConcatColCol.java,1,1,1,1
StringLTrim.java,18,7,1,1
StringRTrim.java,17,7,1,1
StringScalarConcatStringGroupCol.java,1,1,1,1
StringSubstrColStart.java,5,6,1,1
StringSubstrColStartLen.java,5,6,1,1
StringTrim.java,24,11,1,1
Table.java,4,0,1,1
TableExport.java,41,25,3,3
TableMask.java,1,1,1,1
TableScanDesc.java,11,13,1,1
TableSerializer.java,11,3,1,1
TaskCompiler.java,3,1,1,1
TaskTracker.java,17,2,1,1
TestAMReporter.java,3,0,1,1
TestAccumuloRangeGenerator.java,1,1,1,1
TestAcidOnTez.java,4,2,2,1
TestActivePassiveHA.java,65,34,1,1
TestArrowColumnarBatchSerDe.java,968,181,6,4
TestAutoPurgeTables.java,13,1,2,2
TestBeeLineWithArgs.java,3,0,1,1
TestBeelineConnectionUsingHiveSite.java,21,5,1,1
TestBeelineWithUserHs2ConnectionFile.java,3,3,1,1
TestCatalogNonDefaultClient.java,1,1,1,1
TestCatalogNonDefaultSvr.java,1,3,1,1
TestCatalogOldClient.java,1,1,1,1
TestCatalogs.java,47,0,1,1
TestChunkedInputStream.java,1,3,1,1
TestCleanerWithReplication.java,21,13,1,1
TestCompactor.java,101,3,3,2
TestCopyUtils.java,3,1,1,1
TestCounterMapping.java,7,1,1,1
TestDanglingQOuts.java,1,0,1,1
TestDateParser.java,3,4,1,1
TestDateTimeMath.java,13,13,1,1
TestDateWritable.java,0,237,1,1
TestDateWritableV2.java,241,0,1,1
TestDbTxnManager2.java,29,0,1,1
TestDefaultHCatRecord.java,4,4,1,1
TestDruidSerDe.java,24,26,2,2
TestExportImport.java,43,1,1,1
TestExpressionFactory.java,10,10,1,1
TestFunctionRegistry.java,7,9,1,1
TestFunctions.java,3,5,1,1
TestGenericUDFAddMonths.java,129,32,2,2
TestGenericUDFDate.java,19,19,1,1
TestGenericUDFDateAdd.java,21,21,1,1
TestGenericUDFDateDiff.java,13,13,1,1
TestGenericUDFDateFormat.java,18,26,1,1
TestGenericUDFDateSub.java,21,21,1,1
TestGenericUDFFromUtcTimestamp.java,1,6,1,1
TestGenericUDFGreatest.java,5,6,1,1
TestGenericUDFLastDay.java,25,38,1,1
TestGenericUDFLeast.java,5,6,1,1
TestGenericUDFMonthsBetween.java,17,24,1,1
TestGenericUDFNextDay.java,13,19,1,1
TestGenericUDFNullif.java,4,4,1,1
TestGenericUDFOPMinus.java,16,17,1,1
TestGenericUDFOPPlus.java,28,29,1,1
TestGenericUDFQuarter.java,16,23,1,1
TestGenericUDFSortArray.java,6,6,1,1
TestGenericUDFToUnixTimestamp.java,12,13,1,1
TestGenericUDFTrunc.java,85,86,1,1
TestHCatLoaderComplexSchema.java,12,0,1,1
TestHCatPartitionPublish.java,7,1,1,1
TestHDFSPermissionPolicyProvider.java,189,0,1,1
TestHS2HttpServer.java,27,6,1,1
TestHiveAccumuloTypes.java,14,13,2,1
TestHiveAuthorizerCheckInvocation.java,3,1,1,1
TestHiveCopyFiles.java,6,6,1,1
TestHiveDecimalOrcSerializationUtils.java,0,8,1,1
TestHiveProtoLoggingHook.java,24,7,2,1
TestHiveReduceExpressionsWithStatsRule.java,1,1,1,1
TestHyperLogLog.java,116,8,1,1
TestHyperLogLogMerge.java,147,0,1,1
TestInformationSchemaWithPrivilege.java,17,18,3,2
TestInputOutputFormat.java,154,11,4,2
TestJdbcDriver2.java,22,0,1,1
TestJdbcGenericUDTFGetSplits.java,377,187,4,1
TestJdbcWithMiniHS2.java,7,3,3,3
TestJdbcWithMiniLlap.java,0,603,1,1
TestJdbcWithMiniLlapArrow.java,233,3,3,3
TestJdbcWithMiniLlapRow.java,45,0,1,1
TestJsonSerDe.java,3,3,1,1
TestLazyPrimitive.java,2,3,1,1
TestLazySimpleDeserializeRead.java,84,0,1,1
TestLlapOutputFormat.java,1,0,1,1
TestLowLevelLrfuCachePolicy.java,40,0,1,1
TestMetaStoreMaterializationsCacheCleaner.java,0,328,1,1
TestMiniDruidKafkaCliDriver.java,2,2,2,2
TestMurmur3.java,27,2,1,1
TestNewInputOutputFormat.java,9,1,1,1
TestNonCatCallsWithCatalog.java,0,1126,1,1
TestOldSchema.java,2,0,1,1
TestOperatorCmp.java,9,7,1,1
TestOperatorSignature.java,3,5,1,1
TestOrcFile.java,28,28,3,1
TestOrcRawRecordMerger.java,5,5,1,1
TestOrcSerDeStats.java,21,21,2,1
TestParquetTimestampUtils.java,18,24,1,1
TestPrimitiveObjectInspectorUtils.java,48,48,1,1
TestQOutProcessor.java,2,2,2,1
TestReOptimization.java,4,2,2,2
TestReplChangeManager.java,6,3,2,2
TestReplicationOnHDFSEncryptedZones.java,4,2,2,2
TestReplicationScenarios.java,109,16,3,2
TestReplicationScenariosAcidTables.java,96,1,2,2
TestReplicationScenariosAcrossInstances.java,632,98,7,3
TestRestrictedList.java,0,1,1,1
TestRowContainer.java,3,3,1,1
TestRpc.java,4,2,1,1
TestSSL.java,1,0,1,1
TestSchemaToolCatalogOps.java,43,1,1,1
TestSemanticAnalyzer.java,3,3,1,1
TestStandardObjectInspectors.java,3,3,1,1
TestStatEstimations.java,113,0,1,1
TestStats.java,4,0,1,1
TestStatsUpdaterThread.java,481,9,2,1
TestStreaming.java,20,10,3,3
TestStreamingDynamicPartitioning.java,77,0,1,1
TestStructColumnVector.java,12,11,2,1
TestTablesCreateDropAlterTruncate.java,4,3,3,3
TestTimestampParser.java,15,12,1,1
TestTimestampTZ.java,0,1,1,1
TestTimestampWritable.java,0,520,1,1
TestTimestampWritableAndColumnVector.java,2,2,1,1
TestTimestampWritableV2.java,520,0,1,1
TestTransactionalValidationListener.java,381,127,4,2
TestTrigger.java,23,24,1,1
TestTriggersMoveWorkloadManager.java,38,26,4,2
TestTriggersNoTezSessionPool.java,20,11,1,1
TestTriggersTezSessionPoolManager.java,124,64,2,2
TestTriggersWorkloadManager.java,9,0,1,1
TestTxnCommands.java,128,17,3,2
TestTxnCommands2.java,83,11,4,4
TestTxnConcatenate.java,75,10,2,2
TestTxnExIm.java,25,47,4,3
TestTxnHandler.java,30,1,1,1
TestTxnLoadData.java,29,16,2,2
TestTxnNoBuckets.java,92,37,4,3
TestUDFDateFormatGranularity.java,19,20,1,1
TestUpgradeTool.java,291,0,1,1
TestUtilities.java,2,3,1,1
TestVectorCastStatement.java,1099,564,5,2
TestVectorDateAddSub.java,543,68,2,1
TestVectorDateDiff.java,552,93,3,2
TestVectorDateExpressions.java,33,25,1,1
TestVectorExpressionWriters.java,175,7,2,2
TestVectorGenericDateExpressions.java,12,5,1,1
TestVectorGroupByOperator.java,6,6,1,1
TestVectorIfStatement.java,55,21,1,1
TestVectorMathFunctions.java,5,5,1,1
TestVectorStringConcat.java,427,0,1,1
TestVectorStringExpressions.java,76,28,2,1
TestVectorStringUnary.java,368,0,1,1
TestVectorSubStr.java,347,0,1,1
TestVectorTimestampExpressions.java,59,37,1,1
TestVectorTimestampExtract.java,558,115,3,2
TestVectorTypeCasts.java,18,17,4,3
TestVectorizationContext.java,1,1,1,1
TestVectorizedORCReader.java,21,15,3,3
TestVectorizedOrcAcidRowBatchReader.java,2,2,2,1
TestWarehouseExternalDir.java,193,0,1,1
TestWorkloadManager.java,3,0,1,1
TezSessionState.java,34,9,2,2
TezTask.java,5,1,1,1
ThriftBinaryCLIService.java,47,31,1,1
ThriftCLIService.java,13,15,1,1
ThriftHiveMetastore.cpp,2756,2364,3,3
ThriftHiveMetastore.java,2919,1819,3,3
ThriftHiveMetastore_server.skeleton.cpp,7,2,3,3
ThriftHttpCLIService.java,58,32,1,1
Timestamp.java,235,0,1,1
TimestampColumnVector.java,2,2,2,1
TimestampLocalTZWritable.java,2,2,1,1
TimestampObjectInspector.java,3,4,1,1
TimestampParser.java,14,22,1,1
TimestampTZUtil.java,7,9,1,1
TimestampToStringUnaryUDF.java,1,1,1,1
TimestampUtils.java,194,6,2,1
TimestampWritableV2.java,625,0,1,1
TransactionalValidationListener.java,93,48,9,5
TxnCommandsBaseForTests.java,16,1,3,2
TxnDbUtil.java,12,3,2,2
TxnHandler.java,518,174,6,3
TxnStore.java,37,12,3,2
TypeCheckProcFactory.java,5,2,2,2
UDFDateFloor.java,8,11,1,1
UDFDayOfMonth.java,77,59,1,1
UDFDayOfWeek.java,10,19,1,1
UDFFromUnixTime.java,2,0,1,1
UDFHour.java,78,54,1,1
UDFMinute.java,78,54,1,1
UDFMonth.java,78,57,1,1
UDFSecond.java,78,58,1,1
UDFToBoolean.java,10,10,4,3
UDFToByte.java,15,10,4,3
UDFToDouble.java,2,2,1,1
UDFToFloat.java,2,2,1,1
UDFToInteger.java,15,10,4,3
UDFToLong.java,2,2,1,1
UDFToShort.java,15,11,4,3
UDFToString.java,4,4,1,1
UDFWeekOfYear.java,17,15,1,1
UDFYear.java,77,58,1,1
UpdateDeleteSemanticAnalyzer.java,6,1,2,2
UpgradeTool.java,808,0,1,1
Utilities.java,3,0,1,1
Utils.java,2,1,1,1
ValueBoundaryScanner.java,5,6,1,1
VarCharScalarConcatStringGroupCol.java,0,52,1,1
VectorAssignRow.java,12,12,1,1
VectorBatchDebug.java,3,4,1,1
VectorColumnAssignFactory.java,9,10,1,1
VectorColumnGroupGenerator.java,2,4,1,1
VectorDeserializeOrcWriter.java,45,4,1,1
VectorDeserializeRow.java,7,7,1,1
VectorExpressionDescriptor.java,95,121,3,2
VectorExpressionWriter.java,2,2,1,1
VectorExpressionWriterFactory.java,44,37,2,2
VectorExtractRow.java,9,6,1,1
VectorHashKeyWrapper.java,2,3,1,1
VectorHashKeyWrapperBatch.java,3,3,3,2
VectorInBloomFilterColDynamicValue.java,1,0,1,1
VectorMapOperator.java,2,3,1,1
VectorPTFEvaluatorDecimalFirstValue.java,3,3,3,2
VectorPTFGroupBatches.java,3,3,3,2
VectorRandomBatchSource.java,146,64,1,1
VectorRandomRowSource.java,455,108,6,3
VectorSerializeRow.java,5,1,1,1
VectorUDAFBloomFilter.java,1,0,1,1
VectorUDAFSumDecimal.java,3,3,3,2
VectorUDAFSumDecimal64ToDecimal.java,3,3,3,2
VectorUDFAdaptor.java,8,20,2,2
