Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AbortCompactionsDesc.java,49,0,1,1,0,1,1151.0,1,0,1,0,1,1151.0,1.0,1
AbortCompactionsOperation.java,80,0,1,1,0,1,1151.0,1,0,1,0,1,1151.0,1.0,1
AbortDroneException.java,0,29,1,1,0,1,794.0,1,0,1,0,1,794.0,1.0,1
AbortTransactionsAnalyzer.java,54,1,2,1,0,1,25385.0,2,0,2,0,2,25385.0,2.0,2
AbortTransactionsDesc.java,93,49,4,2,0,2,42286.25,4,0,4,0,4,42286.25,2.0,2
AbortTransactionsOperation.java,83,44,5,3,0,3,34742.0,5,0,5,0,5,34742.0,1.6666666666666667,1
AbortTxnEvent.java,245,242,11,6,0,6,6896.363636363636,11,0,11,0,11,6896.363636363636,1.8333333333333333,1
AbortTxnFunction.java,105,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AbortTxnHandler.java,52,11,10,6,1,6,25147.7,10,0,10,0,10,25147.7,1.6666666666666667,1
AbortTxnInfoHandler.java,131,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AbortTxnMessage.java,147,144,9,4,0,4,7254.666666666667,9,0,9,0,9,7254.666666666667,2.25,1
AbortTxnRequest.java,1285,1095,9,7,0,7,11715.444444444445,9,0,9,0,9,11715.444444444445,1.2857142857142858,1
AbortTxnsDesc.java,0,36,1,1,0,1,43815.0,1,0,1,0,1,43815.0,1.0,1
AbortTxnsFunction.java,209,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AbortTxnsRequest.java,1240,1156,20,12,1,12,29130.95,20,0,20,0,20,29130.95,1.6666666666666667,1
AbortedTxnCleaner.java,176,11,3,2,0,2,98652.66666666667,3,0,3,0,3,98652.66666666667,1.5,1
AbortedTxnHandler.java,168,84,3,1,0,1,26211.333333333332,3,0,3,0,3,26211.333333333332,3.0,3
AbstractAddPartitionAnalyzer.java,168,33,6,4,0,4,25736.333333333332,6,0,6,0,6,25736.333333333332,1.5,1
AbstractAlterDataConnectorAnalyzer.java,42,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AbstractAlterDataConnectorDesc.java,43,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AbstractAlterDataConnectorOperation.java,55,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AbstractAlterDatabaseAnalyzer.java,42,0,1,1,0,1,52115.0,1,0,1,0,1,52115.0,1.0,1
AbstractAlterDatabaseDesc.java,108,54,3,2,0,2,64447.333333333336,3,0,3,0,3,64447.333333333336,1.5,1
AbstractAlterDatabaseOperation.java,118,59,3,2,0,2,64447.333333333336,3,0,3,0,3,64447.333333333336,1.5,1
AbstractAlterResourcePlanStatusOperation.java,119,0,1,1,0,1,8668.0,1,0,1,0,1,8668.0,1.0,1
AbstractAlterTableAnalyzer.java,219,145,7,3,0,3,23606.428571428572,7,0,7,0,7,23606.428571428572,2.3333333333333335,1
AbstractAlterTableArchiveAnalyzer.java,88,2,3,3,1,3,238612.33333333334,3,0,3,0,3,238612.33333333334,1.0,1
AbstractAlterTableDesc.java,129,19,5,2,0,2,26735.4,5,0,5,0,5,26735.4,2.5,1
AbstractAlterTableOperation.java,290,50,20,9,1,9,31707.2,20,0,20,0,20,31707.2,2.2222222222222223,1
AbstractAlterTablePropertiesAnalyzer.java,149,3,2,2,1,2,14308.5,2,0,2,0,2,14308.5,1.0,1
AbstractAlterTableRenameAnalyzer.java,66,0,2,2,1,2,33252.0,2,1,1,1,1,33252.0,1.0,1
AbstractAlterTableSetPropertiesAnalyzer.java,50,0,1,1,0,1,19681.0,1,0,1,0,1,19681.0,1.0,1
AbstractAlterTableUnsetPropertiesAnalyzer.java,61,0,1,1,0,1,19681.0,1,0,1,0,1,19681.0,1.0,1
AbstractAlterTableWithConstraintsDesc.java,53,6,5,3,0,3,21367.6,5,0,5,0,5,21367.6,1.6666666666666667,1
AbstractBaseAlterTableAnalyzer.java,179,11,6,5,0,5,152925.33333333334,6,0,6,0,6,152925.33333333334,1.2,1
AbstractBucketJoinProc.java,10,12,3,3,0,3,3748.6666666666665,3,0,3,0,3,3748.6666666666665,1.0,1
AbstractCliConfig.java,74,54,15,9,3,9,21114.266666666666,15,1,14,1,14,21114.266666666666,1.6666666666666667,1
AbstractConstraintEventHandler.java,5,1,4,3,0,3,42287.75,4,0,4,0,4,42287.75,1.3333333333333333,1
AbstractCoreBlobstoreCliDriver.java,85,98,13,8,2,8,30732.69230769231,13,0,13,0,13,30732.69230769231,1.625,1
AbstractCorrelationProcCtx.java,8,27,3,3,1,3,242603.0,3,0,3,0,3,242603.0,1.0,1
AbstractCreateViewAnalyzer.java,268,145,5,4,0,4,36190.4,5,0,5,0,5,36190.4,1.25,1
AbstractCreateViewDesc.java,148,74,3,2,0,2,1362.0,3,0,3,0,3,1362.0,1.5,1
AbstractDataConnectorProvider.java,156,2,5,4,0,4,42287.2,5,1,4,1,4,42287.2,1.25,1
AbstractDeserializer.java,0,68,1,1,0,1,5818.0,1,0,1,0,1,5818.0,1.0,1
AbstractDropPartitionAnalyzer.java,325,161,11,10,1,10,43133.36363636364,11,0,11,0,11,43133.36363636364,1.1,1
AbstractEncodingAwareSerDe.java,7,9,3,2,0,2,8615.666666666666,3,0,3,0,3,8615.666666666666,1.5,1
AbstractEventHandler.java,132,46,10,5,0,5,14185.7,10,0,10,0,10,14185.7,2.0,1
AbstractExpression.java,2,1,1,1,0,1,500.0,1,0,1,0,1,500.0,1.0,1
AbstractExternalDB.java,384,164,4,4,1,4,52368.5,4,1,3,1,3,52368.5,1.0,1
AbstractFileMergeOperator.java,43,40,9,7,1,7,39775.22222222222,9,0,9,0,9,39775.22222222222,1.2857142857142858,1
AbstractFilterStringColLikeStringScalar.java,11,27,6,4,0,4,13989.5,6,0,6,0,6,13989.5,1.5,1
AbstractFunctionAnalyzer.java,104,4,3,3,0,3,13735.666666666666,3,0,3,0,3,13735.666666666666,1.0,1
AbstractGenericUDFArrayBase.java,126,0,2,1,0,1,10382.5,2,0,2,0,2,10382.5,2.0,2
AbstractHCatLoaderTest.java,160,65,8,6,0,6,10792.125,8,0,8,0,8,10792.125,1.3333333333333333,1
AbstractHCatStorerTest.java,138,89,11,9,0,9,9526.545454545454,11,0,11,0,11,9526.545454545454,1.2222222222222223,1
AbstractHMSHandlerProxy.java,96,0,1,1,0,1,376.0,1,0,1,0,1,376.0,1.0,1
AbstractHTLoadBench.java,194,19,3,3,0,3,250244.66666666666,3,0,3,0,3,250244.66666666666,1.0,1
AbstractHiveService.java,3,3,1,1,0,1,702370.0,1,0,1,0,1,702370.0,1.0,1
AbstractJDBCConnectorProvider.java,541,97,11,7,0,7,41404.63636363636,11,1,10,1,10,41404.63636363636,1.5714285714285714,1
AbstractJdbcTriggersTest.java,66,34,6,5,0,5,14405.166666666666,6,0,6,0,6,14405.166666666666,1.2,1
AbstractJoinTaskDispatcher.java,32,36,7,5,1,5,11298.42857142857,7,0,7,0,7,11298.42857142857,1.4,1
AbstractMapJoin.java,43,23,1,1,0,1,24816.0,1,0,1,0,1,24816.0,1.0,1
AbstractMapJoinTableContainer.java,12,0,1,1,0,1,55357.0,1,0,1,0,1,55357.0,1.0,1
AbstractMapOperator.java,2,2,1,1,0,1,12857.0,1,0,1,0,1,12857.0,1.0,1
AbstractMapredIcebergRecordReader.java,70,0,1,1,0,1,2307.0,1,0,1,0,1,2307.0,1.0,1
AbstractMessageHandler.java,2,2,1,1,0,1,22318.0,1,0,1,0,1,22318.0,1.0,1
AbstractMetaStoreService.java,704,693,11,5,0,5,20141.636363636364,11,0,11,0,11,20141.636363636364,2.2,1
AbstractOperatorDesc.java,32,2,4,3,2,3,13666.25,4,0,4,0,4,13666.25,1.3333333333333333,1
AbstractOutputFormat.java,1,0,1,1,0,1,174208.0,1,0,1,0,1,174208.0,1.0,1
AbstractParquetMapInspector.java,4,5,1,1,0,1,17664.0,1,0,1,0,1,17664.0,1.0,1
AbstractPrivilegeAnalyzer.java,64,0,1,1,0,1,54022.0,1,0,1,0,1,54022.0,1.0,1
AbstractRecordWriter.java,1037,693,23,11,4,11,47355.47826086957,23,1,22,1,22,47355.47826086957,2.090909090909091,1
AbstractSMBJoinProc.java,16,3,4,4,0,4,27837.25,4,0,4,0,4,27837.25,1.0,1
AbstractSSHCommand.java,0,70,1,1,0,1,794.0,1,0,1,0,1,794.0,1.0,1
AbstractSSHResult.java,0,62,1,1,0,1,794.0,1,0,1,0,1,794.0,1.0,1
AbstractSemanticAnalyzerHook.java,1,1,1,1,1,1,8196.0,1,0,1,0,1,8196.0,1.0,1
AbstractSerDe.java,153,83,5,3,0,3,27582.8,5,1,4,1,4,27582.8,1.6666666666666667,1
AbstractSerializer.java,0,65,1,1,0,1,5818.0,1,0,1,0,1,5818.0,1.0,1
AbstractService.java,40,8,2,2,0,2,11548.0,2,0,2,0,2,11548.0,1.0,1
AbstractSparkClient.java,630,631,5,4,0,4,15831.6,5,0,5,0,5,15831.6,1.25,1
AbstractStreamingTransaction.java,161,1,2,1,0,1,8785.5,2,0,2,0,2,8785.5,2.0,2
AbstractTestAuthorizationApiAuthorizer.java,3,5,2,2,0,2,351674.0,2,0,2,0,2,351674.0,1.0,1
AbstractTestJdbcGenericUDTFGetSplits.java,259,21,6,6,1,6,17068.0,6,0,6,0,6,17068.0,1.0,1
AbstractTestParquetDirect.java,1,1,1,1,0,1,5818.0,1,0,1,0,1,5818.0,1.0,1
AbstractTestPhase.java,1,141,2,2,0,2,786.0,2,0,2,0,2,786.0,1.0,1
AbstractThriftHiveMetastore.java,1632,5,6,5,0,5,66152.66666666667,6,0,6,0,6,66152.66666666667,1.2,1
AbstractVMMappingAnalyzer.java,62,0,1,1,0,1,8668.0,1,0,1,0,1,8668.0,1.0,1
AccumuloCompositeRowId.java,5,5,1,1,0,1,574.0,1,0,1,0,1,574.0,1.0,1
AccumuloHiveConstants.java,1,1,1,1,1,1,1705.0,1,0,1,0,1,1705.0,1.0,1
AccumuloHiveRow.java,3,3,3,2,0,2,18331.333333333332,3,0,3,0,3,18331.333333333332,1.5,1
AccumuloPredicateHandler.java,13,16,5,5,1,5,59950.2,5,0,5,0,5,59950.2,1.0,1
AccumuloQTestUtil.java,17,16,5,4,1,4,20671.2,5,0,5,0,5,20671.2,1.25,1
AccumuloRangeGenerator.java,2,3,1,1,0,1,6.0,1,0,1,0,1,6.0,1.0,1
AccumuloSerDe.java,28,10,5,3,0,3,14674.8,5,0,5,0,5,14674.8,1.6666666666666667,1
AccumuloStorageHandler.java,10,31,3,3,0,3,8568.666666666666,3,0,3,0,3,8568.666666666666,1.0,1
AccumuloTestSetup.java,47,11,3,3,0,3,31916.333333333332,3,0,3,0,3,31916.333333333332,1.0,1
AccurateEstimatesCheckerHook.java,152,6,2,2,0,2,1398.0,2,0,2,0,2,1398.0,1.0,1
AcidCompactionHistoryService.java,355,426,11,5,0,5,9809.181818181818,11,0,11,0,11,9809.181818181818,2.2,1
AcidCompactionService.java,422,2,2,2,0,2,94173.5,2,0,2,0,2,94173.5,1.0,1
AcidConstants.java,51,0,2,2,0,2,8237.0,2,0,2,0,2,8237.0,1.0,1
AcidDirectory.java,243,8,2,1,0,1,13477.5,2,0,2,0,2,13477.5,2.0,2
AcidEventListener.java,818,666,15,6,2,6,22911.733333333334,15,0,15,0,15,22911.733333333334,2.5,1
AcidExportSemanticAnalyzer.java,358,54,16,6,0,6,28482.875,16,0,16,0,16,28482.875,2.6666666666666665,1
AcidHouseKeeperService.java,478,439,16,7,0,7,14650.875,16,0,16,0,16,14650.875,2.2857142857142856,1
AcidInputFormat.java,230,30,7,7,1,7,17442.714285714286,7,0,7,0,7,17442.714285714286,1.0,1
AcidMetaDataFile.java,93,6,3,3,0,3,67467.66666666667,3,0,3,0,3,67467.66666666667,1.0,1
AcidMetricLogger.java,228,7,3,3,0,3,101116.33333333333,3,0,3,0,3,101116.33333333333,1.0,1
AcidMetricService.java,890,420,22,7,2,7,73648.5,22,0,22,0,22,73648.5,3.142857142857143,1
AcidOpenTxnsCounterService.java,389,386,13,6,0,6,12542.538461538461,13,0,13,0,13,12542.538461538461,2.1666666666666665,1
AcidOutputFormat.java,63,24,8,7,1,7,28142.625,8,0,8,0,8,28142.625,1.1428571428571428,1
AcidTable.java,2,131,2,1,0,1,31786.5,2,0,2,0,2,31786.5,2.0,2
AcidTableSerializer.java,2,119,2,1,0,1,31786.5,2,0,2,0,2,31786.5,2.0,2
AcidTxnCleanerService.java,227,150,5,3,0,3,19582.6,5,0,5,0,5,19582.6,1.6666666666666667,1
AcidUtils.java,4030,2170,137,41,11,41,31976.85401459854,137,0,137,0,137,31976.85401459854,3.341463414634146,1
AcidWriteEvent.java,546,364,10,4,0,4,7912.3,10,0,10,0,10,7912.3,2.5,1
AcidWriteMessage.java,300,200,10,4,0,4,7912.3,10,0,10,0,10,7912.3,2.5,1
AcidWriteSetService.java,345,414,11,5,0,5,9809.181818181818,11,0,11,0,11,9809.181818181818,2.2,1
AckTask.java,83,3,4,3,0,3,26136.5,4,0,4,0,4,26136.5,1.3333333333333333,1
AckWork.java,68,1,3,3,0,3,32690.0,3,0,3,0,3,32690.0,1.0,1
AcquireTxnLockFunction.java,49,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AddCheckConstraintEvent.java,42,0,1,1,0,1,187468.0,1,0,1,0,1,187468.0,1.0,1
AddCheckConstraintHandler.java,132,1,3,2,0,2,143983.33333333334,3,0,3,0,3,143983.33333333334,1.5,1
AddCheckConstraintMessage.java,35,0,1,1,0,1,187468.0,1,0,1,0,1,187468.0,1.0,1
AddCheckConstraintRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddDefaultConstraintEvent.java,42,0,1,1,0,1,187468.0,1,0,1,0,1,187468.0,1.0,1
AddDefaultConstraintHandler.java,131,1,3,2,0,2,143983.33333333334,3,0,3,0,3,143983.33333333334,1.5,1
AddDefaultConstraintMessage.java,35,0,2,2,0,2,147565.5,2,0,2,0,2,147565.5,1.0,1
AddDefaultConstraintRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddDependencyToLeaves.java,107,107,5,3,1,3,3458.8,5,0,5,0,5,3458.8,1.6666666666666667,1
AddDependencyToLeavesTest.java,9,7,4,4,1,4,8320.5,4,0,4,0,4,8320.5,1.0,1
AddDynamicPartitions.java,2338,2366,26,15,1,15,26143.615384615383,26,0,26,0,26,26143.615384615383,1.7333333333333334,1
AddForeignKeyEvent.java,164,164,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddForeignKeyHandler.java,36,25,8,6,1,6,27958.25,8,0,8,0,8,27958.25,1.3333333333333333,1
AddForeignKeyMessage.java,144,144,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddForeignKeyRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddNotNullConstraintEvent.java,168,168,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddNotNullConstraintHandler.java,34,34,8,6,1,6,27958.25,8,0,8,0,8,27958.25,1.3333333333333333,1
AddNotNullConstraintMessage.java,144,144,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddNotNullConstraintRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddPackageRequest.java,904,12,3,3,0,3,5708.0,3,0,3,0,3,5708.0,1.0,1
AddPartitionDesc.java,11,338,3,2,0,2,20306.333333333332,3,0,3,0,3,20306.333333333332,1.5,1
AddPartitionEvent.java,456,348,14,8,0,8,29509.85714285714,14,0,14,0,14,29509.85714285714,1.75,1
AddPartitionHandler.java,51,38,12,6,1,6,23676.166666666668,12,0,12,0,12,23676.166666666668,2.0,1
AddPartitionMessage.java,272,272,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddPartitionsRequest.java,2887,2548,18,10,1,10,28360.722222222223,18,0,18,0,18,28360.722222222223,1.8,1
AddPartitionsResult.java,1545,1304,18,10,1,10,28189.166666666668,18,0,18,0,18,28189.166666666668,1.8,1
AddPrimaryKeyEvent.java,168,168,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddPrimaryKeyHandler.java,35,26,8,6,1,6,27958.25,8,0,8,0,8,27958.25,1.3333333333333333,1
AddPrimaryKeyMessage.java,140,140,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddPrimaryKeyRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddResourceProcessor.java,9,10,4,3,0,3,15678.0,4,0,4,0,4,15678.0,1.3333333333333333,1
AddSchemaVersionEvent.java,160,160,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddToClassPathAction.java,91,4,3,3,2,3,17228.0,3,0,3,0,3,17228.0,1.0,1
AddUniqueConstraintEvent.java,168,168,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddUniqueConstraintHandler.java,35,25,8,6,1,6,27958.25,8,0,8,0,8,27958.25,1.3333333333333333,1
AddUniqueConstraintMessage.java,144,144,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AddUniqueConstraintRequest.java,1078,1100,14,8,1,8,26222.285714285714,14,0,14,0,14,26222.285714285714,1.75,1
AddWriteIdsToMinHistoryCommand.java,87,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AddWriteIdsToTxnToWriteIdCommand.java,67,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
Address.java,4,1,1,1,0,1,300.0,1,0,1,0,1,300.0,1.0,1
Adjacency.java,91,113,3,3,0,3,9022.666666666666,3,0,3,0,3,9022.666666666666,1.0,1
AdjacencyType.java,7,9,3,3,0,3,9022.666666666666,3,0,3,0,3,9022.666666666666,1.0,1
AggrStats.java,1564,1487,17,9,2,9,26554.176470588234,17,0,17,0,17,26554.176470588234,1.8888888888888888,1
AggregateDefinition.java,0,52,1,1,0,1,54437.0,1,0,1,0,1,54437.0,1.0,1
AggregateStatsCache.java,2285,2284,9,4,1,4,8622.555555555555,9,0,9,0,9,8622.555555555555,2.25,1
AggregationBase.java,986,8,6,4,1,4,23625.666666666668,6,0,6,0,6,23625.666666666668,1.5,1
AggregationDesc.java,6,9,2,2,1,2,112.5,2,0,2,0,2,112.5,1.0,1
AllTableConstraintsRequest.java,792,10,4,2,0,2,37037.5,4,0,4,0,4,37037.5,2.0,1
AllTableConstraintsResponse.java,378,7,3,2,0,2,33028.0,3,0,3,0,3,33028.0,1.5,1
AllocWriteIdEvent.java,289,228,10,5,0,5,7570.8,10,0,10,0,10,7570.8,2.0,1
AllocWriteIdHandler.java,147,14,11,5,1,5,20314.363636363636,11,0,11,0,11,20314.363636363636,2.2,1
AllocWriteIdMessage.java,180,144,9,4,0,4,8371.111111111111,9,0,9,0,9,8371.111111111111,2.25,1
AllocateTableWriteIdsFunction.java,348,0,1,1,0,1,24153.0,1,0,1,0,1,24153.0,1.0,1
AllocateTableWriteIdsRequest.java,2997,2639,25,14,1,14,26059.16,25,0,25,0,25,26059.16,1.7857142857142858,1
AllocateTableWriteIdsResponse.java,1258,1280,24,13,1,13,26749.125,24,0,24,0,24,26749.125,1.8461538461538463,1
AlreadyExistsException.java,851,874,7,5,0,5,9035.42857142857,7,0,7,0,7,9035.42857142857,1.4,1
AlterCatalogEvent.java,220,176,9,4,0,4,8798.333333333334,9,0,9,0,9,8798.333333333334,2.25,1
AlterCatalogMessage.java,145,116,9,4,0,4,8798.333333333334,9,0,9,0,9,8798.333333333334,2.25,1
AlterCatalogRequest.java,1580,1099,8,6,0,6,9661.625,8,0,8,0,8,9661.625,1.3333333333333333,1
AlterDataConnectorEvent.java,157,0,2,2,0,2,90207.5,2,1,1,1,1,90207.5,1.0,1
AlterDataConnectorSetOwnerAnalyzer.java,54,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetOwnerDesc.java,44,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetOwnerOperation.java,39,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetPropertiesAnalyzer.java,57,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetPropertiesDesc.java,45,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetPropertiesOperation.java,50,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetUrlAnalyzer.java,45,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetUrlDesc.java,43,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDataConnectorSetUrlOperation.java,59,0,1,1,0,1,30263.0,1,0,1,0,1,30263.0,1.0,1
AlterDatabaseDesc.java,116,243,5,1,0,1,42321.4,5,0,5,0,5,42321.4,5.0,5
AlterDatabaseEvent.java,398,239,16,10,0,10,30496.875,16,0,16,0,16,30496.875,1.6,1
AlterDatabaseHandler.java,47,56,17,9,1,9,27073.70588235294,17,1,16,1,16,27073.70588235294,1.8888888888888888,1
AlterDatabaseMessage.java,144,144,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AlterDatabaseOperation.java,116,116,3,1,0,1,43226.666666666664,3,0,3,0,3,43226.666666666664,3.0,3
AlterDatabaseSetLocationAnalyzer.java,48,1,2,1,0,1,28323.0,2,0,2,0,2,28323.0,2.0,2
AlterDatabaseSetLocationDesc.java,105,62,5,3,1,3,55482.0,5,0,5,0,5,55482.0,1.6666666666666667,1
AlterDatabaseSetLocationOperation.java,156,90,8,5,1,5,41550.5,8,0,8,0,8,41550.5,1.6,1
AlterDatabaseSetManagedLocationAnalyzer.java,49,2,2,2,1,2,42034.0,2,0,2,0,2,42034.0,1.0,1
AlterDatabaseSetManagedLocationDesc.java,43,0,1,1,1,1,47377.0,1,0,1,0,1,47377.0,1.0,1
AlterDatabaseSetManagedLocationOperation.java,67,0,1,1,1,1,47377.0,1,0,1,0,1,47377.0,1.0,1
AlterDatabaseSetOwnerAnalyzer.java,55,1,2,1,0,1,28323.0,2,0,2,0,2,28323.0,2.0,2
AlterDatabaseSetOwnerDesc.java,89,44,3,2,0,2,64447.333333333336,3,0,3,0,3,64447.333333333336,1.5,1
AlterDatabaseSetOwnerOperation.java,79,39,3,2,0,2,64447.333333333336,3,0,3,0,3,64447.333333333336,1.5,1
AlterDatabaseSetPropertiesAnalyzer.java,59,1,2,1,0,1,28323.0,2,0,2,0,2,28323.0,2.0,2
AlterDatabaseSetPropertiesDesc.java,93,46,3,2,0,2,64447.333333333336,3,0,3,0,3,64447.333333333336,1.5,1
AlterDatabaseSetPropertiesOperation.java,98,49,4,2,0,2,48375.0,4,0,4,0,4,48375.0,2.0,1
AlterHandler.java,830,827,14,5,1,5,19693.0,14,0,14,0,14,19693.0,2.8,1
AlterISchemaEvent.java,180,180,8,3,0,3,8142.5,8,0,8,0,8,8142.5,2.6666666666666665,2
AlterISchemaRequest.java,1083,1106,7,5,0,5,9035.42857142857,7,0,7,0,7,9035.42857142857,1.4,1
AlterMaterializedViewDesc.java,124,229,6,3,1,3,21937.666666666668,6,0,6,0,6,21937.666666666668,2.0,1
AlterMaterializedViewRebuildAnalyzer.java,1113,331,24,8,1,8,58296.916666666664,24,0,24,0,24,58296.916666666664,3.0,1
AlterMaterializedViewRewriteAnalyzer.java,139,20,10,4,0,4,25547.5,10,0,10,0,10,25547.5,2.5,1
AlterMaterializedViewRewriteDesc.java,221,151,7,2,0,2,22743.714285714286,7,0,7,0,7,22743.714285714286,3.5,3
AlterMaterializedViewRewriteOperation.java,268,178,8,4,0,4,18131.125,8,0,8,0,8,18131.125,2.0,1
AlterPartitionEvent.java,432,323,17,11,1,11,27776.29411764706,17,0,17,0,17,27776.29411764706,1.5454545454545454,1
AlterPartitionHandler.java,25,13,5,4,0,4,42623.2,5,0,5,0,5,42623.2,1.25,1
AlterPartitionMessage.java,280,276,10,4,0,4,6606.2,10,0,10,0,10,6606.2,2.5,2
AlterPartitionParamsExample.java,113,0,1,1,0,1,38465.0,1,0,1,0,1,38465.0,1.0,1
AlterPartitionsRequest.java,3149,1836,31,17,1,17,33314.032258064515,31,0,31,0,31,33314.032258064515,1.8235294117647058,1
AlterPartitionsResponse.java,613,353,6,4,0,4,5807.0,6,0,6,0,6,5807.0,1.5,1
AlterPoolAddTriggerAnalyzer.java,59,1,2,1,0,1,6599.5,2,0,2,0,2,6599.5,2.0,2
AlterPoolAddTriggerDesc.java,133,72,4,2,0,2,30457.0,4,0,4,0,4,30457.0,2.0,2
AlterPoolAddTriggerOperation.java,108,57,4,2,0,2,30457.0,4,0,4,0,4,30457.0,2.0,2
AlterPoolDropTriggerAnalyzer.java,59,1,2,1,0,1,6599.5,2,0,2,0,2,6599.5,2.0,2
AlterPoolDropTriggerDesc.java,135,73,4,2,0,2,30457.0,4,0,4,0,4,30457.0,2.0,2
