Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
AvroContainerOutputFormat.java,4,0,1,1
AvroDeserializer.java,44,1,1,1
AvroGenericRecordReader.java,30,1,1,1
AvroGenericRecordWritable.java,12,0,1,1
AvroSerDe.java,2,1,1,1
AvroSerializer.java,5,0,1,1
BaseVectorizedColumnReader.java,7,3,1,1
ColumnStatsSemanticAnalyzer.java,2,0,1,1
DataWritableReadSupport.java,34,0,1,1
DataWritableWriteSupport.java,6,1,1,1
DateWritableV2.java,1,1,1,1
ETypeConverter.java,10,3,1,1
GenTezUtils.java,1,1,1,1
GenericUDFCurrentDate.java,6,2,1,1
GenericUDFCurrentTimestamp.java,5,2,1,1
GenericUDFUnixTimeStamp.java,1,1,1,1
HiveConf.java,6,0,1,1
ITestOracle.java,1,1,1,1
LoadSemanticAnalyzer.java,57,7,2,2
NanoTimeUtils.java,51,16,1,1
ObjectInspectorUtils.java,6,3,1,1
ObjectStore.java,2,2,1,1
OrcInputFormat.java,3,3,1,1
ParquetDataColumnReaderFactory.java,19,10,1,1
SemanticAnalyzer.java,27,2,5,3
SessionState.java,10,5,1,1
SharedWorkOptimizer.java,16,8,2,1
SparkCompiler.java,43,43,2,1
TestAvroDeserializer.java,52,0,1,1
TestAvroObjectInspectorGenerator.java,10,0,1,1
TestAvroSerializer.java,8,0,1,1
TestInputOutputFormat.java,8,27,1,1
TestObjectInspectorUtils.java,31,0,1,1
TestParquetTimestampUtils.java,31,15,1,1
TestParseDriver.java,192,2,2,1
TestParseDriverIntervals.java,2,1,1,1
TestSchemaToolForMetastore.java,2,2,1,1
TimestampTZ.java,4,0,1,1
TimestampTZUtil.java,18,2,1,1
VectorizedListColumnReader.java,3,2,1,1
VectorizedOrcInputFormat.java,1,1,1,1
VectorizedParquetRecordReader.java,14,7,1,1
VectorizedPrimitiveColumnReader.java,6,2,1,1
