Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
HBaseImport.java,65,0,1,1
HBaseReadWrite.java,117,1,1,1
HBaseStore.java,110,14,2,2
HBaseUtils.java,94,1,1,1
HCatBaseTest.java,4,0,2,1
HCatCli.java,2,2,2,1
HCatLoader.java,34,0,1,1
HCatMapReduceTest.java,2,2,1,1
Hadoop23Shims.java,12,2,1,1
HadoopJobExecHelper.java,13,12,1,1
HadoopThriftAuthBridge.java,25,4,1,1
HashTableLoader.java,2,0,1,1
HbaseMetastoreProto.java,1992,19,1,1
Hive.java,68,18,7,7
HiveAggregate.java,12,0,1,1
HiveAlterHandler.java,3,3,1,1
HiveAuthFactory.java,10,0,1,1
HiveConf.java,142,52,18,7
HiveConfUtil.java,127,40,4,2
HiveConnection.java,40,54,2,1
HiveEndPoint.java,22,12,2,2
HiveHBaseTableInputFormat.java,4,1,1,1
HiveHFileOutputFormat.java,10,3,1,1
HiveInputFormat.java,1,3,1,1
HiveMetaStore.java,207,96,8,6
HiveMetaStoreChecker.java,9,3,2,2
HiveMetaStoreClient.java,11,0,2,2
HiveOperation.java,3,1,1,1
HivePointLookupOptimizerRule.java,14,17,1,1
HivePreFilteringRule.java,14,11,1,1
HiveProjectMergeRule.java,43,3,1,1
HiveRelColumnsAlignment.java,262,0,1,1
HiveRelMdPredicates.java,520,8,2,1
HiveRexUtil.java,168,4,3,1
HiveServer2.java,18,12,2,2
HiveSession.java,3,0,1,1
HiveSessionImpl.java,110,54,4,4
HiveSessionImplwithUGI.java,2,1,1,1
HiveSortLimitPullUpConstantsRule.java,10,1,1,1
HiveSparkClientFactory.java,23,21,4,2
HiveUtils.java,36,23,3,2
HouseKeeperServiceBase.java,1,1,1,1
HttpServer.java,4,2,2,2
HybridHashTableContainer.java,66,25,5,2
IncompleteCb.java,37,0,1,1
IntervalDayTimeColumnVector.java,19,0,1,1
LazyBinaryDeserializeRead.java,83,63,1,1
LazySimpleDeserializeRead.java,49,13,1,1
LdapAuthenticationProviderImpl.java,80,594,2,1
LdapSearch.java,155,0,1,1
LdapSearchFactory.java,64,0,1,1
LdapTestUtils.java,126,0,1,1
LdapUtils.java,228,0,1,1
LimitPushdownOptimizer.java,91,6,2,1
LlapDaemon.java,3,3,2,2
LlapInputFormat.java,62,21,2,1
LlapIoImpl.java,17,19,1,1
LlapOutputFormat.java,2,1,1,1
LlapServiceDriver.java,35,11,3,3
LlapServlet.java,2,1,1,1
LlapStatusOptionsProcessor.java,28,10,1,1
LlapStatusServiceDriver.java,124,19,2,1
LlapTaskReporter.java,2,2,1,1
LlapTaskSchedulerService.java,113,42,4,2
LlapTokenChecker.java,8,5,2,1
LlapUtil.java,13,6,3,3
LlapZookeeperRegistryImpl.java,40,42,3,1
LocalCache.java,44,43,1,1
LogUtils.java,44,22,3,1
LowLevelCache.java,3,0,1,1
LowLevelCacheImpl.java,4,3,2,1
LowLevelCacheMemoryManager.java,5,5,1,1
LowLevelCachePolicy.java,2,0,1,1
LowLevelFifoCachePolicy.java,18,4,1,1
LowLevelLrfuCachePolicy.java,128,34,1,1
MapJoinOperator.java,24,10,4,4
MapRecordProcessor.java,36,7,3,3
MapWork.java,28,0,1,1
MapredContext.java,3,1,1,1
MapredLocalTask.java,7,6,5,3
MaskAndFilterInfo.java,3,1,1,1
MemoryManager.java,2,1,1,1
MergeFileRecordProcessor.java,7,3,2,2
MetaStoreDirectSql.java,32,37,2,2
MetaStoreUtils.java,27,0,1,1
MetadataOperation.java,1,1,1,1
MiniHS2.java,4,0,1,1
MoveTask.java,2,1,2,2
NullScanOptimizer.java,12,0,1,1
ObjectCacheFactory.java,3,2,1,1
ObjectStore.java,147,45,5,4
OpProcFactory.java,2,0,1,1
Operation.java,14,14,3,1
Operation2Privilege.java,5,2,1,1
OperationManager.java,10,0,1,1
Operator.java,1,0,1,1
OrcColumnVectorProducer.java,3,3,2,2
OrcEncodedDataConsumer.java,57,6,3,1
OrcEncodedDataReader.java,43,20,5,3
OrcFile.java,24,14,2,1
OrcFileEstimateErrors.java,5,1,1,1
OrcFileFormatProxy.java,7,5,1,1
OrcInputFormat.java,261,194,7,3
OrcNewInputFormat.java,1,1,1,1
OrcNewSplit.java,16,36,1,1
OrcProto.java,887,3,1,1
OrcRawRecordMerger.java,2,2,1,1
OrcRecordUpdater.java,8,7,1,1
OrcSplit.java,51,44,1,1
OrcStripeMetadata.java,8,0,1,1
OrcTail.java,140,0,1,1
OrcUtils.java,11,0,1,1
PTFOperator.java,2,0,2,1
ParseContext.java,25,0,1,1
PartitionPruner.java,4,2,1,1
PcrExprProcFactory.java,211,212,1,1
PerfLogger.java,5,2,2,2
PlanModifierForASTConv.java,14,3,1,1
PlanUtils.java,8,1,1,1
QTestUtil.java,2,1,2,1
Query.java,154,0,1,1
QueryDisplay.java,6,6,1,1
QueryFactory.java,135,0,1,1
RandomRowObjectSource.java,0,423,1,1
ReadPipeline.java,3,0,1,1
Reader.java,8,1,1,1
ReaderImpl.java,132,398,3,2
RecordProcessor.java,2,0,1,1
RecordReaderImpl.java,36,27,2,2
ReduceRecordProcessor.java,28,9,2,2
ReduceRecordSource.java,9,1,1,1
ReduceSinkDeDuplication.java,37,10,1,1
Registry.java,1,10,1,1
ResetProcessor.java,101,8,1,1
ResourceDownloader.java,4,1,1,1
RetryingHMSHandler.java,3,3,1,1
RowContainer.java,12,18,3,2
SMBMapJoinOperator.java,8,1,2,1
SQLAuthorizationUtils.java,74,11,1,1
SQLOperation.java,103,73,6,4
SQLOperationDisplay.java,1,1,1,1
SchemaEvolution.java,207,55,4,3
SearchResultHandler.java,163,0,1,1
SecretManager.java,22,7,3,1
SemanticAnalyzer.java,142,52,12,4
SemanticAnalyzerFactory.java,2,1,1,1
SerdeRandomRowSource.java,423,0,1,1
SerializationUtilities.java,2,0,1,1
SerializeWrite.java,1,1,1,1
Server.java,4,4,1,1
SessionManager.java,4,2,2,2
SessionState.java,53,10,3,3
SetProcessor.java,37,5,3,3
SigningSecretManager.java,3,1,1,1
SimpleAllocator.java,1,0,1,1
SimpleBufferManager.java,31,2,1,1
SparkClientImpl.java,13,12,2,1
StatsCollectionContext.java,9,0,1,1
StatsOptimizer.java,42,19,2,1
StatsRulesProcFactory.java,53,9,3,2
StatsUtils.java,1,1,1,1
StreamingConnection.java,6,0,1,1
StreamingOutputFormat.java,25,0,1,1
StrictJsonWriter.java,19,7,1,1
TCLIService_types.cpp,5,3,1,1
TOpenSessionReq.java,2,2,1,1
TOpenSessionResp.java,2,2,1,1
TProtocolVersion.java,4,1,1,1
TableMask.java,43,23,1,1
TaskCompiler.java,11,2,2,1
TempletonStorage.java,1,1,1,1
TempletonUtils.java,7,5,3,1
TestAcidOnTez.java,256,0,1,1
TestAcidUtils.java,111,26,3,1
TestAvroDeserializer.java,4,2,1,1
TestAvroSerdeUtils.java,28,8,1,1
TestBeeLineExceptionHandling.java,72,0,1,1
TestBeeLineWithArgs.java,35,6,3,3
TestBinarySortableFast.java,8,13,1,1
TestBloomFilter.java,6,0,1,1
TestBuddyAllocator.java,1,1,1,1
TestBytesBytesMultiHashMap.java,0,2,1,1
TestCBOMaxNumToCNF.java,83,0,1,1
TestChainFilter.java,103,0,1,1
TestColumn.java,1,1,1,1
TestColumnAccess.java,3,0,1,1
TestCommands.java,3,1,1,1
TestCompactor.java,4,0,1,1
TestConvertAstToSearchArg.java,1,1,1,1
TestCustomPartitionVertex.java,60,0,2,2
TestCustomQueryFilter.java,85,0,1,1
TestDateParser.java,17,0,1,1
TestDbNotificationListener.java,46,2,3,3
TestDbTxnManager.java,3,0,1,1
TestDbTxnManager2.java,256,126,3,3
TestDummyTxnManager.java,3,0,1,1
TestE2EScenarios.java,3,0,1,1
TestExecDriver.java,2,0,1,1
TestGroupFilter.java,101,0,1,1
TestHBaseImport.java,27,2,1,1
TestHBaseStore.java,127,0,1,1
TestHCatDynamicPartitioned.java,20,0,1,1
TestHCatLoader.java,39,0,2,2
TestHCatLoaderComplexSchema.java,3,0,1,1
TestHCatLoaderEncryption.java,3,0,1,1
TestHCatNonPartitioned.java,19,2,1,1
TestHCatStorerMulti.java,3,0,1,1
TestHS2HttpServer.java,62,5,2,2
TestHive.java,3,0,1,1
TestHiveAuthorizationTaskFactory.java,3,0,1,1
TestHiveDecimalParse.java,3,0,1,1
TestHiveMetaStore.java,52,1,2,2
TestHiveMetaStoreTxns.java,6,6,1,1
TestHiveRemote.java,3,0,1,1
TestHiveSessionImpl.java,2,2,1,1
TestHooks.java,6,0,1,1
TestInputOutputFormat.java,1106,64,3,3
TestJdbcDriver2.java,31,0,1,1
TestJdbcNonKrbSASLWithMiniKdc.java,48,3,1,1
TestJdbcWithMiniHS2.java,105,0,3,2
TestJdbcWithMiniKdc.java,2,1,1,1
TestLazyBinaryFast.java,3,25,1,1
TestLazySimpleFast.java,3,19,1,1
TestLdapAtnProviderWithMiniDS.java,106,8,2,1
TestLdapAuthenticationProviderImpl.java,243,34,1,1
TestLdapSearch.java,209,0,1,1
TestLdapUtils.java,103,0,1,1
TestLlapTaskSchedulerService.java,277,2,2,1
TestLlapTokenChecker.java,1,1,1,1
TestLogUtils.java,68,34,3,1
TestLowLevelCacheImpl.java,5,0,1,1
TestLowLevelLrfuCachePolicy.java,50,1,1,1
TestMetaStoreMetrics.java,3,0,1,1
TestMetaStoreSchemaInfo.java,49,0,1,1
TestMetastoreVersion.java,26,1,2,1
TestMiniHS2StateWithNoZookeeper.java,82,0,1,1
TestMsgBusConnection.java,7,4,2,1
TestNotificationListener.java,4,1,1,1
TestObjectStore.java,7,0,1,1
TestObjectStoreInitRetry.java,127,0,1,1
TestOperators.java,2,0,1,1
TestOrcMetadataCache.java,6,1,1,1
TestOrcRawRecordMerger.java,4,4,1,1
TestOrcSplitElimination.java,3,0,1,1
TestOrcTimezone3.java,126,0,1,1
TestPassProperties.java,3,0,1,1
TestPermsGrp.java,5,3,2,1
TestPigHBaseStorageHandler.java,3,0,1,1
TestPlainSaslHelper.java,3,0,1,1
TestPrivilegesV1.java,5,1,1,1
TestQBCompact.java,3,0,1,1
TestQuery.java,59,0,1,1
TestQueryFactory.java,79,0,1,1
TestReadEntityDirect.java,3,0,1,1
TestRemoteHiveMetaStore.java,6,4,1,1
TestRetryingThriftCLIServiceClient.java,3,0,1,1
TestSQLStdHiveAccessControllerHS2.java,2,1,1,1
TestSchemaEvolution.java,471,2,3,2
TestSearchResultHandler.java,222,0,1,1
TestSemanticAnalysis.java,3,0,1,1
TestSequenceFileReadWrite.java,3,0,1,1
TestSessionCleanup.java,5,1,1,1
TestSessionGlobalInitFile.java,3,0,1,1
TestSessionHooks.java,6,1,1,1
TestSessionManagerMetrics.java,1,0,1,1
TestSetProcessor.java,98,16,1,1
TestSetUGIOnOnlyClient.java,2,2,1,1
TestSetUGIOnOnlyServer.java,2,2,1,1
TestStreaming.java,41,27,3,2
TestSymlinkTextInputFormat.java,3,1,1,1
TestTezSessionPool.java,59,2,2,2
TestTezTask.java,53,1,2,2
TestTxnCommands.java,84,11,4,4
TestTxnCommands2.java,203,23,7,5
TestTxnUtils.java,42,4,2,2
TestTypeDescription.java,23,0,1,1
TestUpdateDeleteSemanticAnalyzer.java,3,0,1,1
TestUserFilter.java,75,0,1,1
TestUserSearchFilter.java,94,0,1,1
TestUtilities.java,185,15,4,4
TestValidCompactorTxnList.java,25,16,2,1
TestValidReadTxnList.java,6,6,1,1
TestVectorMapJoinFastBytesHashMap.java,15,0,1,1
TestVectorMapJoinFastRowHashMap.java,718,0,1,1
TestVectorRowObject.java,1,2,1,1
TestVectorSerDeRow.java,5,7,1,1
TestViewEntity.java,3,0,1,1
TezCompiler.java,9,0,1,1
TezJobMonitor.java,1,1,1,1
TezProcessor.java,18,1,1,1
TezSessionPoolManager.java,46,34,2,2
TezSessionState.java,37,6,3,3
TezTask.java,78,64,2,2
ThriftCLIService.java,16,8,2,2
ThriftHttpServlet.java,1,1,1,1
TimestampColumnVector.java,19,0,1,1
TimestampUtils.java,39,31,1,1
TokenStoreDelegationTokenSecretManager.java,14,6,1,1
TreeReaderFactory.java,7,5,3,3
TxnDbUtil.java,8,3,1,1
TxnHandler.java,41,12,7,2
TxnUtils.java,29,12,3,2
TypeDescription.java,59,5,1,1
TypeInfoUtils.java,9,8,1,1
UnwrapRowContainer.java,16,6,1,1
UserFilterFactory.java,75,0,1,1
UserSearchFilterFactory.java,65,0,1,1
Utilities.java,131,51,7,5
Utils.java,76,34,2,2
ValidCompactorTxnList.java,149,182,3,1
ValidReadTxnList.java,35,5,1,1
ValidTxnList.java,7,0,1,1
VectorDeserializeRow.java,10,22,1,1
VectorExpressionDescriptor.java,5,1,1,1
VectorMapJoinCommonOperator.java,1,0,1,1
VectorMapJoinFastBytesHashMap.java,1,1,1,1
VectorMapJoinFastBytesHashMultiSet.java,1,1,1,1
VectorMapJoinFastBytesHashSet.java,1,1,1,1
VectorMapJoinFastBytesHashTable.java,5,3,1,1
VectorMapJoinFastHashTable.java,1,1,1,1
VectorMapJoinFastKeyStore.java,10,6,1,1
VectorMapJoinFastLongHashTable.java,13,6,2,2
VectorMapJoinFastStringCommon.java,11,3,1,1
VectorMapJoinFastTableContainer.java,5,5,1,1
VectorMapJoinFastValueStore.java,41,15,1,1
VectorMapJoinGenerateResultOperator.java,40,29,3,3
VectorMapJoinHashMapResult.java,2,2,1,1
VectorMapJoinHashTableResult.java,8,0,1,1
VectorMapJoinOperator.java,1,1,1,1
VectorMapJoinOptimizedHashMap.java,5,5,1,1
VectorMapOperator.java,14,8,3,2
VectorRandomRowSource.java,458,0,1,1
VectorizationContext.java,6,2,2,2
VectorizedBatchUtil.java,7,6,1,1
VectorizedOrcInputFormat.java,2,1,1,1
Vectorizer.java,22,19,1,1
VerifyFastRow.java,397,0,1,1
WindowingTableFunction.java,7,1,1,1
WriteBuffers.java,27,22,1,1
ZooKeeperCleanup.java,0,4,1,1
hive_metastore_types.cpp,25,0,1,1
