Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount
BeeLineCommandCompleter.java,28,24,2,2
BeeLineOpts.java,79,13,1,1
BinaryColumnStatistics.java,54,50,4,2
BinaryColumnStatsAggregator.java,109,22,4,3
BinaryColumnStatsData.java,121,11,3,3
BinaryColumnStatsMerger.java,35,0,1,1
BinarySortableDeserializeRead.java,482,1130,2,2
BinarySortableSerDe.java,165,60,3,3
BinarySortableSerDeWithEndPrefix.java,2,2,2,2
BinarySortableSerializeWrite.java,178,95,3,3
BitFieldReader.java,448,438,10,4
BitFieldWriter.java,146,138,4,2
BloomFilter.java,618,618,4,2
BloomFilterIO.java,87,89,5,2
BooleanColumnStatistics.java,58,54,4,2
BooleanColumnStatsAggregator.java,109,19,4,3
BooleanColumnStatsData.java,121,11,3,3
BooleanColumnStatsMerger.java,35,0,1,1
BreakableService.java,1,2,3,1
BucketMapJoinOptimizer.java,2,4,2,2
BucketingSortingCtx.java,15,15,2,1
BucketingSortingOpProcFactory.java,18,16,3,2
BucketingSortingReduceSinkOptimizer.java,119,78,7,6
BuddyAllocator.java,167,50,11,5
BufferChunk.java,170,0,2,2
BufferInProgress.java,0,246,3,3
BufferPool.java,0,675,3,3
BufferUsageManager.java,39,0,1,1
BytesColumnVector.java,46,24,6,3
CLIService.java,154,35,11,6
CLIServiceRestoreTest.java,52,0,1,1
CLIServiceTest.java,471,32,12,7
Cache.java,0,54,2,2
CacheFileMetadataRequest.java,712,9,2,2
CacheFileMetadataResult.java,390,3,2,2
CacheMetadataDesc.java,58,0,1,1
CachePolicy.java,0,102,3,3
CalcitePlanner.java,835,423,36,11
CalciteSemanticException.java,1,1,1,1
CanAggregateDistinct.java,27,0,1,1
CastDecimalToTimestamp.java,15,22,5,4
CastDoubleToTimestamp.java,160,27,5,4
CastLongToDate.java,1,57,1,1
CastLongToTimestamp.java,140,12,5,4
CastMillisecondsLongToTimestamp.java,165,28,5,4
CastStringToDate.java,10,10,1,1
CastStringToIntervalDayTime.java,17,16,4,3
CastTimestampToBoolean.java,144,6,4,3
CastTimestampToDate.java,52,3,4,3
CastTimestampToDecimal.java,13,28,4,3
CastTimestampToDouble.java,150,21,4,3
CastTimestampToLong.java,151,18,4,3
ChannelOutputStream.java,141,0,1,1
CheckFastHashTable.java,721,0,1,1
CheckLockRequest.java,209,7,3,3
ChunkPool.java,0,711,3,3
ClassicTableTypeMapping.java,18,18,3,1
Cleaner.java,135,21,6,4
ClearDanglingScratchDir.java,394,10,4,2
ClearFileMetadataRequest.java,84,84,7,5
ClearFileMetadataResult.java,4,4,2,2
CliDriver.java,18,22,8,5
CodahaleMetrics.java,53,0,5,5
ColAndCol.java,485,230,2,1
ColOrCol.java,489,235,2,1
CollectOperator.java,28,4,3,3
Column.java,39,896,6,2
ColumnAccessAnalyzer.java,62,72,4,4
ColumnBasedSet.java,156,44,6,2
ColumnBuffer.java,878,0,2,2
ColumnDescriptor.java,9,21,5,2
ColumnPruner.java,10,2,4,4
ColumnPrunerProcCtx.java,2,2,2,2
ColumnPrunerProcFactory.java,26,2,4,2
ColumnStatistics.java,76,76,6,4
ColumnStatisticsData.java,2,2,2,2
ColumnStatisticsDesc.java,8,8,2,2
ColumnStatisticsImpl.java,2194,2164,4,2
ColumnStatisticsObj.java,4,4,2,2
ColumnStatsAggregator.java,31,11,4,3
ColumnStatsAggregatorFactory.java,28,22,4,3
ColumnStatsAutoGatherContext.java,291,0,1,1
ColumnStatsDesc.java,21,1,1,1
ColumnStatsMerger.java,34,0,1,1
ColumnStatsMergerFactory.java,138,0,1,1
ColumnStatsSemanticAnalyzer.java,81,103,5,4
ColumnStatsTask.java,60,40,8,4
ColumnStatsUpdateTask.java,32,42,6,4
ColumnStatsWork.java,3,2,1,1
ColumnTruncateTask.java,13,10,5,5
ColumnValue.java,33,35,7,3
ColumnVector.java,4,3,4,3
ColumnVectorProducer.java,2,2,1,1
ColumnarSplitSizeEstimator.java,4,2,1,1
CommandUtil.java,9,8,4,4
Commands.java,124,81,7,7
CommitTxnRequest.java,6,6,2,2
CommonCliOptions.java,22,1,1,1
CommonFastHashTable.java,4,58,1,1
CommonJoinOperator.java,15,13,3,3
CommonJoinTaskDispatcher.java,5,5,3,3
CommonMergeJoinOperator.java,18,15,4,4
CompactionInfo.java,85,16,5,3
CompactionRequest.java,166,8,3,3
CompactionTxnHandler.java,461,205,12,4
CompactionType.java,2,2,2,2
CompactorMR.java,90,80,9,6
CompactorTest.java,31,11,2,2
CompactorThread.java,21,5,4,4
CompilationOpContext.java,36,0,1,1
Complex.java,6,6,2,2
CompositeService.java,3,3,3,1
CompressionCodec.java,138,138,4,2
CompressionKind.java,86,4,4,2
ConcurrentTestRunner.java,4,4,2,2
ConditionalResolverSkewJoin.java,5,5,1,1
ConditionalTask.java,2,5,3,3
Conf.java,2,2,2,2
ConfigValSecurityException.java,4,4,2,2
Conn.java,4,2,2,2
ConstantPropagate.java,2,2,2,2
ConstantPropagateProcCtx.java,146,96,3,3
ConstantPropagateProcFactory.java,185,38,9,7
ConstantVectorExpression.java,134,66,4,3
ContainerFactory.java,53,55,4,2
ContainerRunner.java,20,11,3,3
ContainerRunnerImpl.java,296,193,13,5
Context.java,66,3,3,3
ControlledClock.java,43,0,1,1
ConvertAstToSearchArg.java,70,58,3,2
ConvertJoinMapJoin.java,164,98,4,4
ConvertTreeReaderFactory.java,10340,3750,4,3
Converter.java,28,2,2,2
Converters.java,390,312,8,4
CookieSigner.java,12,12,3,1
CorrelationOptimizer.java,2,2,2,2
CreateTableDesc.java,339,21,8,5
CreateTableLikeDesc.java,3,3,1,1
CreateViewDesc.java,23,1,1,1
CurrentNotificationEventId.java,6,6,2,2
CustomAuthenticationProviderImpl.java,20,6,2,2
CustomPartitionVertex.java,6,3,1,1
DBTokenStore.java,64,34,2,2
DDLSemanticAnalyzer.java,217,42,17,9
DDLTask.java,666,583,43,15
DDLWork.java,30,0,2,2
DaemonId.java,90,1,3,2
DagUtils.java,113,56,16,7
DataCache.java,4,4,2,2
DataOperationType.java,57,0,1,1
DataReader.java,164,128,8,4
DataReaderFactory.java,18,18,4,3
DataReaderProperties.java,249,18,5,4
DataWritableReadSupport.java,141,84,3,3
DataWritableWriter.java,72,62,2,2
Database.java,4,4,2,2
DatabaseConnection.java,16,11,3,3
Date.java,6,6,2,2
DateColSubtractDateColumn.java,304,123,4,3
DateColSubtractDateScalar.java,222,81,4,3
DateColumnStatistics.java,78,74,4,2
DateColumnStatsData.java,118,12,3,3
DateParser.java,31,0,1,1
DateScalarSubtractDateColumn.java,226,84,4,3
DateTimeMath.java,561,102,4,3
DateUtils.java,0,57,3,3
DateWritable.java,415,369,5,3
DbLockManager.java,160,23,7,4
DbTxnManager.java,370,66,14,3
Deadline.java,54,72,2,2
DebugUtils.java,0,129,3,3
Decimal.java,6,6,2,2
DecimalColumnStatistics.java,92,90,4,2
DecimalColumnStatsAggregator.java,976,68,4,3
DecimalColumnStatsData.java,118,12,3,3
DecimalColumnStatsMerger.java,55,0,1,1
DecimalColumnVector.java,30,26,5,4
DefaultDataReaderFactory.java,28,28,4,3
DefaultFetchFormatter.java,146,154,4,2
DefaultHiveAuthorizationTranslator.java,162,0,2,2
DefaultMetadataReaderFactory.java,28,28,4,3
DelegationTokenSecretManager.java,50,0,2,2
DemuxOperator.java,16,10,3,3
DependencyResolver.java,183,183,2,1
DeserializeRead.java,214,544,2,2
DirectDecompressionCodec.java,56,52,4,2
DiskRangeInfo.java,118,118,4,2
DosToUnix.java,2,1,1,1
DoubleColumnStatistics.java,92,88,4,2
DoubleColumnStatsAggregator.java,892,41,4,3
DoubleColumnStatsData.java,122,16,3,3
DoubleColumnStatsMerger.java,48,0,1,1
DoubleColumnVector.java,2,2,2,2
Driver.java,713,642,46,19
DropConstraintRequest.java,1182,0,2,2
DropPartitionsExpr.java,6,6,2,2
DropPartitionsRequest.java,12,12,2,2
DropPartitionsResult.java,58,58,5,4
DummyAuthenticator.java,10,5,3,3
DummyHiveAuthorizationValidator.java,62,34,5,3
DummyRawStoreControlledCommit.java,126,12,13,7
DummyRawStoreForJdoConnection.java,126,12,13,7
DummyStoreOperator.java,25,5,3,3
DummyTxnManager.java,14,0,2,1
DynamicByteArray.java,606,606,4,2
DynamicIntArray.java,284,284,4,2
DynamicPartitionCtx.java,19,1,1,1
DynamicPartitionFileRecordWriterContainer.java,5,1,1,1
DynamicPartitionPruner.java,31,38,4,4
DynamicPartitionPruningOptimization.java,83,113,5,5
DynamicPruningEventDesc.java,15,0,1,1
ETypeConverter.java,4,2,2,2
EmbeddedCLIServiceClient.java,52,16,4,3
EncodedColumnBatch.java,4,18,4,2
EncodedDataConsumer.java,28,166,6,3
EncodedReader.java,11,13,5,5
EncodedReaderImpl.java,465,395,15,6
EncodedTreeReaderFactory.java,173,349,4,3
EnvironmentContext.java,4,4,2,2
ErrorMsg.java,36,6,15,10
EventRequestType.java,2,2,2,2
EvictionDispatcher.java,10,0,2,2
Exec.java,308,38,4,2
ExecDriver.java,45,26,14,9
ExecMapper.java,8,4,3,3
ExecServiceImpl.java,8,6,2,2
ExecuteStatementOperation.java,10,8,2,2
ExecutionPhase.java,6,2,4,3
EximUtil.java,5,5,1,1
ExplainSQRewriteSemanticAnalyzer.java,8,10,3,3
ExplainSemanticAnalyzer.java,13,13,6,5
ExplainTask.java,13,63,4,4
ExplainWork.java,0,32,2,2
ExportSemanticAnalyzer.java,7,5,3,3
ExprNodeConverter.java,149,64,4,2
ExprNodeDescUtils.java,137,10,6,5
ExprNodeGenericFuncDesc.java,21,14,4,4
ExprProcFactory.java,32,38,2,2
Expression.java,66,22,4,2
ExpressionTree.java,5,1,1,1
ExternalCache.java,676,0,2,2
FSStatsAggregator.java,22,10,4,4
FSStatsPublisher.java,24,10,4,4
FakeCaptureOutputOperator.java,28,6,3,3
FakeVectorDataSourceOperator.java,32,6,3,3
FakeVectorRowBatchFromObjectIterables.java,8,10,4,3
FetchFormatter.java,74,142,4,2
FetchOperator.java,26,9,3,2
FetchOrientation.java,3,3,3,1
FetchTask.java,24,11,7,5
FetchWork.java,23,2,3,3
FieldDesc.java,63,0,1,1
FieldSchema.java,4,4,2,2
File.java,22,0,2,2
FileDump.java,1467,1035,9,5
FileFormatException.java,30,30,2,1
FileFormatProxy.java,70,6,3,2
FileMetaInfo.java,128,128,4,2
FileMetadata.java,130,128,6,4
FileMetadataExprType.java,6,6,4,3
FileMetadataHandler.java,84,4,3,2
FileMetadataManager.java,129,0,1,1
FileOutputCommitterContainer.java,4,4,2,2
FileSinkDesc.java,28,12,5,4
FileSinkOperator.java,101,46,14,9
FileUtils.java,257,111,12,7
FilterDesc.java,18,4,2,2
FilterOperator.java,9,7,3,3
FilterPredicateLeafBuilder.java,2,2,1,1
FilterSelectivityEstimator.java,101,4,3,3
FilterStringColLikeStringScalar.java,36,0,2,2
FilterTimestampColumnInList.java,208,54,4,3
FireEventRequest.java,86,86,7,5
FireEventRequestData.java,2,2,2,2
FireEventResponse.java,4,4,2,2
FixedBucketPruningOptimizer.java,25,4,3,3
FixedSizedObjectPool.java,10,0,2,2
ForeignKeyInfo.java,138,2,2,1
ForeignKeysRequest.java,1431,32,3,2
ForeignKeysResponse.java,886,0,2,2
ForwardOperator.java,12,6,3,3
FosterStorageHandler.java,9,6,3,3
FragmentCountersMap.java,92,0,2,2
Ftp.java,830,0,2,2
FuncDecimalToTimestamp.java,135,0,1,1
FuncTimestampToDecimal.java,144,0,1,1
FuncTimestampToLong.java,145,0,1,1
Function.java,96,104,7,5
FunctionDatetime.java,80,0,2,2
FunctionLocalizer.java,340,13,3,1
FunctionRegistry.java,110,5,16,8
FunctionSemanticAnalyzer.java,6,4,2,2
FunctionString.java,42,10,2,2
FunctionTask.java,34,11,6,3
FunctionType.java,2,2,2,2
GenMRFileSink1.java,8,4,2,2
GenMRProcContext.java,16,24,2,2
GenMRSkewJoinProcessor.java,28,30,4,4
GenMRTableScan1.java,9,11,5,5
GenMRUnion1.java,6,4,2,2
GenMapRedUtils.java,59,67,7,5
GenSparkProcContext.java,6,4,2,2
GenSparkSkewJoinProcessor.java,38,35,5,4
GenSparkUtils.java,19,23,6,5
GenSparkWork.java,2,1,1,1
GenTezProcContext.java,5,4,2,2
GenTezUtils.java,31,26,8,7
GenTezWork.java,4,4,2,2
GenVectorCode.java,1622,1519,5,3
Generator.java,2,2,2,2
GenericUDAFAverage.java,29,2,1,1
GenericUDAFComputeStats.java,35,8,4,4
GenericUDAFCount.java,40,7,2,1
GenericUDAFEvaluator.java,3,0,1,1
GenericUDAFFirstValue.java,16,8,2,2
GenericUDAFLastValue.java,14,4,2,2
GenericUDAFMax.java,18,10,2,2
GenericUDAFMin.java,3,1,1,1
GenericUDAFStreamingEvaluator.java,32,24,2,2
GenericUDAFSum.java,81,29,1,1
GenericUDFAdd10.java,151,0,1,1
GenericUDFBasePad.java,7,12,1,1
GenericUDFBetween.java,2,2,2,2
GenericUDFBridge.java,23,2,1,1
GenericUDFDate.java,17,15,3,2
GenericUDFDateAdd.java,15,17,1,1
GenericUDFDateSub.java,3,124,1,1
GenericUDFFormatNumber.java,102,52,2,2
GenericUDFFromUtcTimestamp.java,49,10,1,1
GenericUDFGetSplits.java,613,613,5,3
GenericUDFIf.java,15,1,1,1
GenericUDFLeadLag.java,0,10,2,2
GenericUDFLpad.java,8,12,1,1
GenericUDFMask.java,676,4,3,2
GenericUDFMaskFirstN.java,458,0,2,2
GenericUDFMaskHash.java,154,0,2,2
GenericUDFMaskLastN.java,386,0,2,2
GenericUDFMaskShowFirstN.java,496,0,2,2
GenericUDFMaskShowLastN.java,396,0,2,2
GenericUDFNvl.java,3,3,1,1
GenericUDFOPEqual.java,28,4,1,1
GenericUDFOPEqualOrGreaterThan.java,28,4,1,1
GenericUDFOPEqualOrLessThan.java,27,4,1,1
GenericUDFOPGreaterThan.java,27,4,1,1
GenericUDFOPLessThan.java,27,4,1,1
GenericUDFOPMinus.java,1,0,1,1
GenericUDFOPNotEqual.java,28,4,1,1
GenericUDFOPPlus.java,1,0,1,1
GenericUDFRpad.java,7,9,1,1
GenericUDFTimestamp.java,4,4,1,1
GenericUDFToDate.java,2,1,1,1
GenericUDFToUnixTimeStamp.java,3,2,1,1
GenericUDFUtils.java,41,11,1,1
GenericUDTFExecuteSplits.java,124,124,2,2
GenericUDTFGetSplits.java,519,18,9,2
GenericUDTFJSONTuple.java,2,0,1,1
GetAllFunctionsResponse.java,94,94,7,5
GetCatalogsOperation.java,10,4,4,2
GetChangeVersionRequest.java,392,392,3,2
GetChangeVersionResult.java,390,390,3,2
GetColumnsOperation.java,11,10,7,2
GetCrossReferenceOperation.java,338,0,2,2
GetFileMetadataByExprRequest.java,86,86,7,5
GetFileMetadataByExprResult.java,126,126,7,5
GetFileMetadataRequest.java,84,84,7,5
GetFileMetadataResult.java,116,116,7,5
GetFunctionsOperation.java,17,14,7,2
GetInfoType.java,3,3,3,1
GetInfoValue.java,3,3,3,1
GetOpenTxnsInfoResponse.java,60,60,5,4
GetOpenTxnsResponse.java,54,54,5,4
GetPrimaryKeysOperation.java,252,0,2,2
GetPrincipalsInRoleRequest.java,4,4,2,2
GetPrincipalsInRoleResponse.java,4,4,2,2
GetRoleGrantsForPrincipalRequest.java,4,4,2,2
GetRoleGrantsForPrincipalResponse.java,4,4,2,2
GetSchemasOperation.java,22,26,7,2
GetTableTypesOperation.java,18,14,4,2
GetTablesOperation.java,12,12,4,2
GetTypeInfoOperation.java,14,8,4,2
GlobalLimitCtx.java,18,2,2,2
GlobalLimitOptimizer.java,38,26,4,4
GlobalWorkMapFactory.java,4,4,2,2
GrantRevokePrivilegeRequest.java,6,6,2,2
GrantRevokePrivilegeResponse.java,6,6,2,2
GrantRevokeRoleRequest.java,6,6,2,2
GrantRevokeRoleResponse.java,6,6,2,2
GrantRevokeType.java,2,2,2,2
Graph.java,4,4,2,2
GroupByDesc.java,12,2,1,1
GroupByOperator.java,14,6,5,3
GroupByOptimizer.java,4,4,3,3
HBaseImport.java,4,4,2,2
HBaseIntegrationTests.java,1,0,1,1
HBaseQTestUtil.java,22,13,5,4
HBaseReadWrite.java,165,63,8,6
HBaseRowSerializer.java,5,2,1,1
HBaseSerDeParameters.java,6,6,2,2
HBaseStorageHandler.java,108,9,1,1
HBaseStore.java,281,69,17,8
HBaseTestSetup.java,7,17,4,3
HBaseUtils.java,155,130,8,4
HCatAuthUtil.java,26,11,3,2
HCatBaseInputFormat.java,46,12,2,2
HCatBaseTest.java,2,2,1,1
HCatClientHMSImpl.java,28,24,2,2
HCatConstants.java,6,0,2,2
HCatUtil.java,1,1,1,1
HMSMetricsListener.java,232,6,3,2
Hadoop23Shims.java,78,512,13,7
HadoopDefaultAuthenticator.java,10,5,3,3
HadoopJobExecHelper.java,53,39,8,6
HadoopShims.java,221,180,12,6
HadoopShimsCurrent.java,154,0,3,2
HadoopShimsSecure.java,0,49,3,3
HadoopShims_2_2.java,140,3,3,2
HadoopThriftAuthBridge.java,70,325,7,5
Handle.java,3,3,3,1
HandleIdentifier.java,3,3,3,1
HashMapWrapper.java,12,4,1,1
HashTableDummyOperator.java,12,6,3,3
HashTableLoader.java,8,5,5,1
HashTableSinkDesc.java,10,1,1,1
HashTableSinkOperator.java,10,2,1,1
HbaseMetastoreProto.java,459,302,3,2
HdfsUtils.java,450,106,11,5
HeartbeatRequest.java,8,8,2,2
HeartbeatTxnRangeRequest.java,8,8,2,2
HeartbeatTxnRangeResponse.java,132,132,6,5
Heartbeater.java,0,90,1,1
HistoryLogger.java,13,6,1,1
Hive.java,1377,871,54,18
HiveAggregate.java,8,62,5,4
HiveAggregateJoinTransposeRule.java,29,26,3,3
HiveAggregateProjectMergeRule.java,4,2,2,2
HiveAggregatePullUpConstantsRule.java,47,0,1,1
HiveAlgorithmsUtil.java,22,20,3,3
HiveAlterHandler.java,75,49,4,3
HiveAuthFactory.java,242,117,11,8
HiveAuthenticationProvider.java,4,2,3,3
HiveAuthorizationProviderBase.java,20,12,2,2
HiveAuthorizationTaskFactoryImpl.java,2,0,2,2
HiveAuthorizationTranslator.java,92,0,2,2
HiveAuthorizationValidator.java,33,19,5,3
HiveAuthorizer.java,221,120,8,5
HiveAuthorizerImpl.java,78,81,8,5
HiveAuthzContext.java,99,166,3,3
HiveBaseChar.java,12,0,2,2
HiveBaseResultSet.java,12,12,4,3
HiveCalciteUtil.java,419,69,8,5
HiveClientCache.java,7,5,1,1
HiveClusterStatus.java,2717,3618,9,7
HiveColumnDesc.cpp,0,380,2,2
HiveCommand.java,4,0,1,1
HiveCommandOperation.java,17,7,7,2
HiveConf.java,1235,277,126,32
HiveConnection.java,284,250,14,8
HiveCostModel.java,6,6,1,1
HiveDatabaseMetaData.java,143,72,5,3
HiveDecimalUtils.java,2,2,1,1
HiveDefaultCostModel.java,3,2,1,1
HiveDefaultRelMetadataProvider.java,4,0,2,2
HiveDelegationTokenManager.java,344,0,3,3
HiveEndPoint.java,98,24,7,4
HiveExpandDistinctAggregatesRule.java,19,19,3,3
HiveFileFormatUtils.java,2,6,1,1
HiveFilter.java,2,34,3,3
HiveFilterAggregateTransposeRule.java,90,0,2,2
HiveFilterJoinRule.java,12,16,2,2
HiveFilterProjectTSTransposeRule.java,227,1,3,3
HiveFilterProjectTransposeRule.java,312,10,3,3
HiveFilterSetOpTransposeRule.java,11,3,1,1
HiveFilterSortTransposeRule.java,71,0,1,1
HiveGBOpConvUtil.java,7,6,2,2
HiveHBaseInputFormatUtil.java,6,6,2,2
HiveHBaseTableInputFormat.java,72,16,4,4
HiveHepPlannerContext.java,0,37,1,1
HiveHistory.java,2,2,2,2
HiveHistoryImpl.java,12,16,4,3
HiveIndex.java,5,4,1,1
HiveInputFormat.java,91,50,12,5
HiveInsertExchange4JoinRule.java,5,5,1,1
HiveIntervalDayTime.java,770,735,7,3
HiveJoin.java,18,68,4,3
HiveJoinAddNotNullRule.java,63,101,4,2
HiveJoinProjectTransposeRule.java,20,52,2,2
HiveJoinPushTransitivePredicatesRule.java,137,56,6,5
HiveJoinToMultiJoinRule.java,45,10,3,3
HiveLockObject.java,3,5,1,1
HiveMetaStore.java,1309,283,40,18
HiveMetaStoreChecker.java,89,17,1,1
HiveMetaStoreClient.java,442,102,26,13
HiveMetaStoreFsImpl.java,8,14,2,2
HiveMultiJoin.java,22,7,1,1
HiveObjectPrivilege.java,4,4,2,2
HiveObjectRef.java,4,4,2,2
HiveObjectType.java,2,2,2,2
HiveOnTezCostModel.java,43,37,1,1
HiveOpConverter.java,111,82,8,6
HiveOpConverterPostProc.java,5,13,4,4
HiveOperation.java,10,2,6,5
HiveOperationType.java,5,0,5,4
HivePartitionPruneRule.java,2,2,2,2
HivePassThroughRecordWriter.java,4,4,2,2
HivePlannerContext.java,43,0,1,1
HivePointLookupOptimizerRule.java,1143,0,3,3
HivePreFilteringRule.java,200,156,4,3
HivePreparedStatement.java,6,6,3,1
HivePrivilegeObject.java,63,1,3,2
HiveProject.java,41,55,5,4
HiveProjectFilterPullUpConstantsRule.java,177,0,1,1
HiveProjectMergeRule.java,4,4,2,2
HiveQueryResultSet.java,84,66,5,2
HiveReduceExpressionsRule.java,1272,198,9,3
HiveReduceExpressionsWithStatsRule.java,330,0,1,1
HiveRelBuilder.java,94,0,1,1
HiveRelFactories.java,422,12,6,4
HiveRelFieldTrimmer.java,299,39,9,5
HiveRelMdCollation.java,3,2,1,1
HiveRelMdCost.java,5,4,1,1
HiveRelMdDistinctRowCount.java,13,13,1,1
HiveRelMdDistribution.java,4,4,1,1
HiveRelMdMemory.java,11,11,1,1
HiveRelMdParallelism.java,12,12,1,1
HiveRelMdPredicates.java,1401,561,7,5
HiveRelMdRowCount.java,29,27,1,1
HiveRelMdSelectivity.java,12,12,1,1
HiveRelMdSize.java,4,4,1,1
HiveRelMdUniqueKeys.java,4,6,1,1
HiveRelOptUtil.java,19,19,1,1
HiveResultSet.cpp,0,1232,2,2
HiveResultSetMetaData.java,4,3,5,2
HiveRexExecutorImpl.java,80,0,1,1
HiveRexUtil.java,750,101,9,2
HiveRowSet.cpp,0,930,2,2
HiveRulesRegistry.java,25,4,1,1
HiveSQLException.java,19,17,5,3
HiveSchemaConverter.java,6,24,3,3
HiveSchemaTool.java,41,12,2,2
HiveSemiJoin.java,10,39,4,3
HiveServer2.java,166,71,16,10
HiveServerException.java,1809,2410,9,7
HiveSession.java,104,8,4,3
HiveSessionBase.java,9,9,3,1
HiveSessionImpl.java,238,149,21,10
HiveSessionImplwithUGI.java,20,15,7,5
HiveSortJoinReduceRule.java,9,6,4,3
HiveSortLimit.java,8,34,3,3
HiveSortLimitPullUpConstantsRule.java,332,11,5,2
HiveSortMergeRule.java,34,6,1,1
HiveSortRemoveRule.java,1,1,1,1
HiveSortUnionReduceRule.java,110,1,2,1
HiveSparkClientFactory.java,65,4,11,7
HiveSplitGenerator.java,78,30,6,3
HiveSqlCountAggFunction.java,10,3,2,1
HiveSqlSumAggFunction.java,10,6,3,1
HiveStatement.java,308,144,15,5
HiveStatementTest.java,6,6,3,1
HiveStatsUtils.java,59,0,1,1
HiveStoragePredicateHandler.java,2,2,1,1
HiveStringUtils.java,17,0,1,1
HiveStructConverter.java,10,6,4,4
HiveTableScan.java,117,27,5,4
HiveTableTypeMapping.java,7,8,3,1
HiveTxnManager.java,19,1,3,1
HiveUnion.java,2,30,3,2
HiveUnionPullUpConstantsRule.java,311,24,6,2
HiveV1Authorizer.java,104,79,10,6
HiveVarchar.java,4,4,2,2
HiveVolcanoPlanner.java,3,3,1,1
HiveVolcanoPlannerContext.java,0,37,1,1
HiveWindowingFixRule.java,4,4,2,2
HookContext.java,56,6,5,3
Host.java,9,3,4,3
HostAffinitySplitLocationProvider.java,86,0,1,1
HostExecutor.java,138,58,5,3
HouseKeeperService.java,6,0,1,1
HouseKeeperServiceBase.java,94,2,3,2
HttpAuthUtils.java,6,6,3,1
HttpServer.java,289,66,10,6
HttpTokenAuthInterceptor.java,94,0,2,2
HybridHashTableContainer.java,300,118,11,7
ICLIService.java,37,20,7,3
IExtrapolatePartStatus.java,107,0,4,4
IMetaStoreClient.java,175,27,19,9
ITimestampInExpr.java,25,0,1,1
IdentityProjectRemover.java,2,2,2,2
IfExprIntervalDayTimeColumnColumn.java,357,6,4,3
IfExprIntervalDayTimeColumnScalar.java,332,9,4,3
IfExprIntervalDayTimeScalarColumn.java,338,9,4,3
IfExprIntervalDayTimeScalarScalar.java,302,9,4,3
IfExprLongColumnLongColumn.java,2,2,1,1
IfExprTimestampColumnColumn.java,54,0,1,1
IfExprTimestampColumnColumnBase.java,148,12,4,3
IfExprTimestampColumnScalar.java,63,6,4,3
IfExprTimestampColumnScalarBase.java,154,21,4,3
IfExprTimestampScalarColumn.java,63,6,4,3
IfExprTimestampScalarColumnBase.java,157,21,4,3
IfExprTimestampScalarScalar.java,63,6,4,3
IfExprTimestampScalarScalarBase.java,138,24,4,3
ImportSemanticAnalyzer.java,40,28,7,5
InStream.java,1012,1018,9,4
IncrementalObjectSizeEstimator.java,53,123,5,4
Index.java,10,10,2,2
