Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,BugStatus,Priority
AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,18.0,0.0,18.0,18.0,7.0,18.0,18.0,0.0,0.0,2.0,16.0,100.0,165.0,23.0,83.0,32.0,32.0,59.0,23.0,39.0,62.0,33.0,30.0,20.0,2.0,1.0,1.0,83.0,81.0,"0,71",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractJdbcTriggersTest.java,17.0,1.0,16.0,0.0,3.0,1.0,36.0,36.0,3.0,1.0,2.0,5.0,9.0,0.0,11.0,9.0,2.0,11.0,11.0,5.0,1.0,0.0,5.0,92.0,231.0,27.0,188.0,76.0,110.0,19.0,85.0,123.0,151.0,72.0,91.0,23.0,8.0,1.0,4.0,75.0,75.0,"0,10",23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1,3
AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,2.0,22.0,22.0,2.0,1.0,0.0,0.0,5.0,0.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,21.0,187.0,14.0,130.0,52.0,68.0,43.0,38.0,64.0,98.0,50.0,60.0,24.0,7.0,1.0,5.0,20.0,20.0,"0,33",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractMapJoin.java,17.0,3.0,13.0,1.0,2.0,1.0,26.0,26.0,6.0,1.0,4.0,0.0,6.0,0.0,6.0,2.0,8.0,6.0,6.0,0.0,3.0,2.0,1.0,49.0,173.0,29.0,125.0,76.0,45.0,19.0,30.0,65.0,76.0,53.0,28.0,11.0,2.0,1.0,1.0,69.0,69.0,"0,15",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,2.0,12.0,12.0,3.0,1.0,0.0,1.0,7.0,0.0,7.0,7.0,5.0,7.0,166.0,0.0,0.0,3.0,4.0,22.0,120.0,20.0,75.0,40.0,33.0,26.0,25.0,42.0,54.0,33.0,25.0,7.0,3.0,3.0,1.0,80.0,80.0,"0,35",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,9.0,51.0,8.0,25.0,14.0,9.0,18.0,6.0,14.0,19.0,13.0,7.0,3.0,1.0,1.0,0.0,25.0,25.0,"0,72",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,3.0,22.0,22.0,2.0,2.0,0.0,1.0,11.0,0.0,14.0,16.0,7.0,16.0,137.0,0.0,1.0,2.0,13.0,44.0,179.0,30.0,100.0,50.0,43.0,49.0,29.0,55.0,75.0,44.0,39.0,15.0,6.0,2.0,2.0,80.0,78.0,"0,49",17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractMessageHandler.java,3.0,0.0,3.0,0.0,1.0,2.0,6.0,6.0,23.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,6.0,48.0,7.0,24.0,19.0,7.0,17.0,3.0,15.0,19.0,16.0,7.0,3.0,1.0,1.0,0.0,75.0,75.0,"0,71",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1,3
AbstractMetaStoreService.java,10.0,0.0,4.0,6.0,1.0,1.0,15.0,15.0,3.0,1.0,0.0,0.0,12.0,0.0,12.0,12.0,4.0,12.0,12.0,0.0,0.0,1.0,11.0,334.0,173.0,16.0,69.0,35.0,23.0,88.0,34.0,37.0,54.0,35.0,22.0,13.0,3.0,1.0,1.0,69.0,60.0,"1,28",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractOperatorBench.java,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,15.0,14.0,0.0,15.0,0.0,8.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"1,00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,2.0,11.0,11.0,32.0,1.0,0.0,0.0,23.0,0.0,23.0,23.0,9.0,23.0,23.0,0.0,0.0,0.0,23.0,99.0,168.0,33.0,107.0,57.0,29.0,28.0,28.0,38.0,64.0,39.0,26.0,24.0,2.0,1.0,1.0,90.0,90.0,"0,26",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,1.0,4.0,50.0,8.0,17.0,8.0,8.0,25.0,6.0,11.0,14.0,8.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,"1,47",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,2.0,8.0,8.0,3.0,1.0,0.0,0.0,13.0,0.0,13.0,13.0,2.0,13.0,13.0,0.0,0.0,0.0,13.0,29.0,172.0,26.0,133.0,47.0,68.0,13.0,27.0,56.0,89.0,36.0,58.0,32.0,10.0,1.0,2.0,62.0,62.0,"0,10",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,20.0,1.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,15.0,0.0,0.0,2.0,3.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,3.0,7.0,13.0,8.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,"0,87",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,3.0,3.0,18.0,1.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,14.0,0.0,0.0,2.0,2.0,8.0,48.0,6.0,22.0,13.0,4.0,20.0,3.0,9.0,14.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,"0,91",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,2.0,7.0,7.0,3.0,1.0,0.0,0.0,10.0,0.0,10.0,10.0,1.0,10.0,10.0,0.0,0.0,2.0,8.0,25.0,107.0,13.0,46.0,25.0,10.0,48.0,14.0,15.0,26.0,16.0,10.0,8.0,1.0,1.0,0.0,20.0,20.0,"1,04",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0,0
