Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AddIndexEvent.java,36,0,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
AddPartitionDesc.java,45,0,3,3,0,3,9339.666666666666,3,0,3,0,3,9339.666666666666,1.0,1
AddPartitionEvent.java,21,21,3,3,0,3,110325.66666666667,3,0,3,0,3,110325.66666666667,1.0,1
AddPartitionReplicationTask.java,333,0,3,3,0,3,9339.666666666666,3,0,3,0,3,9339.666666666666,1.0,1
AddPartitionsRequest.java,229,209,18,9,0,9,7616.277777777777,18,0,18,0,18,7616.277777777777,2.0,1
AddPartitionsResult.java,147,127,18,9,0,9,7616.277777777777,18,0,18,0,18,7616.277777777777,2.0,1
AddResourceProcessor.java,33,12,5,4,0,4,43563.8,5,0,5,0,5,43563.8,1.25,1
Adjacency.java,176,171,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
AdjacencyType.java,6,6,6,4,0,4,5426.166666666667,6,0,6,0,6,5426.166666666667,1.5,1
AdminAuthorizedServlet.java,45,0,1,1,0,1,1.0,1,0,1,0,1,1.0,1.0,1
AggrStats.java,163,143,18,9,0,9,7616.277777777777,18,0,18,0,18,7616.277777777777,2.0,1
AggrStatsInvalidatorFilter.java,613,8,7,6,0,6,5215.285714285715,7,0,7,0,7,5215.285714285715,1.1666666666666667,1
AggregateIndexHandler.java,0,2,2,2,0,2,7217.0,2,0,2,0,2,7217.0,1.0,1
AggregateStatsCache.java,2964,674,19,10,3,10,9373.473684210527,19,0,19,0,19,9373.473684210527,1.9,1
AggregationDesc.java,0,4,1,1,0,1,65070.0,1,0,1,0,1,65070.0,1.0,1
Allocator.java,247,194,11,1,0,1,40837.36363636364,11,0,11,0,11,40837.36363636364,11.0,11
AlreadyExistsException.java,81,61,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
AlterDatabaseDesc.java,12,6,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
AlterHandler.java,26,1,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
AlterIndexDesc.java,15,9,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
AlterIndexEvent.java,43,0,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
AlterPartitionEvent.java,12,1,1,1,0,1,3232.0,1,0,1,0,1,3232.0,1.0,1
AlterPartitionMessage.java,52,9,4,4,0,4,7812.75,4,0,4,0,4,7812.75,1.0,1
AlterPartitionReplicationTask.java,264,0,3,3,0,3,9339.666666666666,3,0,3,0,3,9339.666666666666,1.0,1
AlterTableDesc.java,112,85,11,6,0,6,878339.9090909091,11,0,11,0,11,878339.9090909091,1.8333333333333333,1
AlterTableMessage.java,37,0,1,1,0,1,3232.0,1,0,1,0,1,3232.0,1.0,1
AlterTablePartMergeFilesDesc.java,9,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
AlterTableReplicationTask.java,255,0,3,3,0,3,9339.666666666666,3,0,3,0,3,9339.666666666666,1.0,1
AlternateFailurePreListener.java,2,2,2,2,0,2,5115.0,2,0,2,0,2,5115.0,1.0,1
AnnotateWithOpTraits.java,28,10,5,4,0,4,595739.4,5,0,5,0,5,595739.4,1.25,1
AnnotateWithStatistics.java,10,10,4,4,0,4,5932.25,4,0,4,0,4,5932.25,1.0,1
AppConfig.java,239,56,18,12,0,12,411027.94444444444,18,0,18,0,18,411027.94444444444,1.5,1
AppMasterEventOperator.java,62,29,8,5,0,5,313625.0,8,0,8,0,8,313625.0,1.6,1
AppMasterEventProcessor.java,7,6,3,3,0,3,166481.66666666666,3,0,3,0,3,166481.66666666666,1.0,1
ArchiveUtils.java,15,13,3,3,0,3,1415152.6666666667,3,0,3,0,3,1415152.6666666667,1.0,1
ArchiveWork.java,9,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
Arguments.java,1030,0,5,4,0,4,15396.2,5,0,5,0,5,15396.2,1.25,1
ArrayWritableGroupConverter.java,2,91,2,2,0,2,3332900.0,2,0,2,0,2,3332900.0,1.0,1
ArrayWritableObjectInspector.java,275,255,9,8,0,8,478706.55555555556,9,0,9,0,9,478706.55555555556,1.125,1
AttemptRegistrationListener.java,24,0,1,1,0,1,1864.0,1,0,1,0,1,1864.0,1.0,1
Attr.java,132,15,8,6,0,6,8854.625,8,0,8,0,8,8854.625,1.3333333333333333,1
AuthorizationMetaStoreFilterHook.java,339,50,10,7,0,7,8363.9,10,0,10,0,10,8363.9,1.4285714285714286,1
AuthorizationPreEventListener.java,303,102,17,11,0,11,149249.41176470587,17,0,17,0,17,149249.41176470587,1.5454545454545454,1
AuthorizationUtils.java,23,84,3,3,0,3,823436.3333333334,3,0,3,0,3,823436.3333333334,1.0,1
AutoProgressor.java,6,6,2,2,0,2,1730.5,2,0,2,0,2,1730.5,1.0,1
AvgPartitionSizeBasedBigTableSelectorForAutoSMJ.java,9,9,3,3,0,3,2231.0,3,0,3,0,3,2231.0,1.0,1
AvroContainerOutputFormat.java,73,27,9,7,0,7,331279.0,9,0,9,0,9,331279.0,1.2857142857142858,1
AvroDeserializer.java,156,47,18,9,0,9,539383.7777777778,18,0,18,0,18,539383.7777777778,2.0,1
AvroGenericRecordReader.java,42,21,6,4,0,4,10831.666666666666,6,0,6,0,6,10831.666666666666,1.5,1
AvroHBaseValueFactory.java,6,8,4,3,0,3,608889.25,4,0,4,0,4,608889.25,1.3333333333333333,1
AvroLazyObjectInspector.java,65,63,9,7,0,7,479541.77777777775,9,0,9,0,9,479541.77777777775,1.2857142857142858,1
AvroObjectInspectorException.java,18,0,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
AvroObjectInspectorGenerator.java,48,9,3,3,0,3,6667.666666666667,3,0,3,0,3,6667.666666666667,1.0,1
AvroSerDe.java,133,53,12,7,0,7,804228.5833333334,12,0,12,0,12,804228.5833333334,1.7142857142857142,1
AvroSerdeUtils.java,106,45,8,6,0,6,371683.625,8,0,8,0,8,371683.625,1.3333333333333333,1
AvroSerializer.java,45,17,11,7,0,7,608629.7272727273,11,0,11,0,11,608629.7272727273,1.5714285714285714,1
BRoundWithNumDigitsDoubleToDouble.java,168,0,4,3,0,3,6149.25,4,0,4,0,4,6149.25,1.3333333333333333,1
BaseCharTypeInfo.java,9,0,1,1,0,1,2423803.0,1,0,1,0,1,2423803.0,1.0,1
BaseColumnStream.java,100,100,2,1,0,1,35420.0,2,0,2,0,2,35420.0,2.0,2
BaseProtocol.java,197,0,3,3,0,3,4924.333333333333,3,0,3,0,3,4924.333333333333,1.0,1
BaseScalarUdfTest.java,2,1,1,1,0,1,5353.0,1,0,1,0,1,5353.0,1.0,1
BaseSemanticAnalyzer.java,618,219,21,11,0,11,486585.85714285716,21,0,21,0,21,486585.85714285716,1.9090909090909092,1
BaseWork.java,225,117,27,15,1,15,219337.4814814815,27,0,27,0,27,219337.4814814815,1.8,1
BeeLine.java,1316,461,53,17,1,17,200060.4716981132,53,0,53,0,53,200060.4716981132,3.1176470588235294,1
BeeLineCommandCompleter.java,50,0,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BeeLineCommandCompletor.java,0,51,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BeeLineCompleter.java,57,0,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BeeLineCompletor.java,0,57,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BeeLineOpts.java,266,69,28,13,1,13,272234.14285714284,28,0,28,0,28,272234.14285714284,2.1538461538461537,1
BinaryColumnStatistics.java,27,25,2,1,0,1,5878.0,2,0,2,0,2,5878.0,2.0,2
BinaryColumnStatsAggregator.java,175,0,5,5,0,5,6257.8,5,0,5,0,5,6257.8,1.0,1
BinaryColumnStatsData.java,124,104,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
BinarySortableDeserializeRead.java,2259,20,6,6,0,6,59712.666666666664,6,0,6,0,6,59712.666666666664,1.0,1
BinarySortableSerDe.java,528,258,13,7,0,7,260074.61538461538,13,0,13,0,13,260074.61538461538,1.8571428571428572,1
BinarySortableSerDeWithEndPrefix.java,205,0,5,4,0,4,6615.8,5,0,5,0,5,6615.8,1.25,1
BinarySortableSerializeWrite.java,1408,267,10,8,0,8,40086.1,10,0,10,0,10,40086.1,1.25,1
BinaryStreamReader.java,257,257,8,2,0,2,19875.875,8,0,8,0,8,19875.875,4.0,1
BitFieldReader.java,361,265,6,3,0,3,15849.166666666666,6,0,6,0,6,15849.166666666666,2.0,2
BitFieldWriter.java,73,69,2,1,0,1,5878.0,2,0,2,0,2,5878.0,2.0,2
BitVector.java,122,122,2,2,0,2,1847.5,2,0,2,0,2,1847.5,1.0,1
BitmapIndexHandler.java,6,8,4,3,0,3,4473.75,4,0,4,0,4,4473.75,1.3333333333333333,1
BloomFilter.java,2313,1663,20,11,0,11,17449.7,20,0,20,0,20,17449.7,1.8181818181818181,1
BloomFilterIO.java,220,45,7,5,0,5,40071.28571428572,7,0,7,0,7,40071.28571428572,1.4,1
BooleanColumnStatistics.java,29,27,2,1,0,1,5878.0,2,0,2,0,2,5878.0,2.0,2
BooleanColumnStatsAggregator.java,175,0,5,5,0,5,6257.8,5,0,5,0,5,6257.8,1.0,1
BooleanColumnStatsData.java,124,104,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
BooleanCompleter.java,31,0,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BooleanCompletor.java,0,36,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
BooleanStreamReader.java,201,201,8,2,0,2,19875.875,8,0,8,0,8,19875.875,4.0,1
BoundaryDef.java,207,15,8,5,0,5,12022.5,8,0,8,0,8,12022.5,1.6,1
BoundedPriorityBlockingQueue.java,57,57,2,2,1,2,100360.5,2,0,2,0,2,100360.5,1.0,1
BucketIdException.java,72,0,6,4,0,4,7703.666666666667,6,0,6,0,6,7703.666666666667,1.5,1
BucketIdResolver.java,72,0,6,4,0,4,7703.666666666667,6,0,6,0,6,7703.666666666667,1.5,1
BucketIdResolverImpl.java,407,22,8,5,0,5,6735.125,8,0,8,0,8,6735.125,1.6,1
BucketJoinProcCtx.java,20,8,3,3,0,3,2231.0,3,0,3,0,3,2231.0,1.0,1
BucketMapJoinContext.java,40,9,4,3,0,3,4755.75,4,0,4,0,4,4755.75,1.3333333333333333,1
BucketMapJoinOptimizer.java,7,8,3,3,0,3,2266.6666666666665,3,0,3,0,3,2266.6666666666665,1.0,1
BucketMapjoinProc.java,21,2,1,1,0,1,3232.0,1,0,1,0,1,3232.0,1.0,1
BucketingSortingInferenceOptimizer.java,21,29,8,6,0,6,6262.875,8,0,8,0,8,6262.875,1.3333333333333333,1
BucketingSortingOpProcFactory.java,20,97,3,3,0,3,4924.333333333333,3,0,3,0,3,4924.333333333333,1.0,1
BucketingSortingReduceSinkOptimizer.java,120,12,19,10,1,10,45006.84210526316,19,0,19,0,19,45006.84210526316,1.9,1
BucketizedHiveInputFormat.java,12,36,4,4,0,4,607624.0,4,0,4,0,4,607624.0,1.0,1
BucketizedHiveInputSplit.java,8,41,4,3,1,3,1082429.0,4,0,4,0,4,1082429.0,1.3333333333333333,1
BuddyAllocator.java,763,181,23,4,4,4,22258.782608695652,23,0,23,0,23,22258.782608695652,5.75,1
BuddyAllocatorMXBean.java,62,0,1,1,0,1,18565.0,1,0,1,0,1,18565.0,1.0,1
BufferChunk.java,85,0,1,1,0,1,5878.0,1,0,1,0,1,5878.0,1.0,1
BufferInProgress.java,164,82,3,1,0,1,925.0,3,0,3,0,3,925.0,3.0,3
BufferPool.java,463,238,4,1,0,1,1875.0,4,0,4,0,4,1875.0,4.0,4
BufferUsageManager.java,39,0,1,1,0,1,8816.0,1,0,1,0,1,8816.0,1.0,1
ByteStream.java,66,0,6,4,0,4,64121.833333333336,6,0,6,0,6,64121.833333333336,1.5,1
ByteStreamReader.java,200,200,8,2,0,2,19875.875,8,0,8,0,8,19875.875,4.0,1
BytesBytesMultiHashMap.java,1237,417,25,11,1,11,142120.44,25,0,25,0,25,142120.44,2.272727272727273,1
BytesColumnVector.java,1771,1725,23,9,0,9,192843.30434782608,23,0,23,0,23,192843.30434782608,2.5555555555555554,1
CLIService.java,81,97,13,8,0,8,517822.6923076923,13,0,13,0,13,517822.6923076923,1.625,1
CLIServiceTest.java,639,63,9,7,0,7,279022.1111111111,9,0,9,0,9,279022.1111111111,1.2857142857142858,1
CLIServiceUtils.java,21,28,7,5,0,5,51708.857142857145,7,0,7,0,7,51708.857142857145,1.4,1
Cache.java,40,13,6,1,1,1,77882.16666666667,6,0,6,0,6,77882.16666666667,6.0,6
CacheChunk.java,87,1,3,1,0,1,3069.0,3,0,3,0,3,3069.0,3.0,3
CachePolicy.java,68,34,3,1,0,1,925.0,3,0,3,0,3,925.0,3.0,3
CacheTran.java,270,0,5,4,0,4,8518.8,5,0,5,0,5,8518.8,1.25,1
CalcitePlanner.java,5166,1204,87,20,4,20,63869.51724137931,87,0,87,0,87,63869.51724137931,4.35,1
CalciteSemanticException.java,123,0,4,3,0,3,1064447.0,4,0,4,0,4,1064447.0,1.3333333333333333,1
CallableWithNdc.java,44,88,3,3,0,3,4562.666666666667,3,0,3,0,3,4562.666666666667,1.0,1
CastDecimalToBoolean.java,1,1,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastDecimalToDecimal.java,2,3,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastDecimalToDouble.java,1,1,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastDecimalToLong.java,1,1,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastDecimalToString.java,3,4,2,1,0,1,1479100.0,2,0,2,0,2,1479100.0,2.0,2
CastDecimalToTimestamp.java,9,21,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastDoubleToDecimal.java,3,2,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastLongToDecimal.java,2,2,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastStringGroupToString.java,160,0,4,4,0,4,44968.25,4,0,4,0,4,44968.25,1.0,1
CastStringToDecimal.java,2,2,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CastStringToIntervalDayTime.java,480,0,3,3,0,3,17918.0,3,0,3,0,3,17918.0,1.0,1
CastStringToIntervalYearMonth.java,477,0,3,3,0,3,17918.0,3,0,3,0,3,17918.0,1.0,1
CastTimestampToDecimal.java,6,4,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
CatchallExceptionMapper.java,6,6,2,2,0,2,1730.5,2,0,2,0,2,1730.5,1.0,1
CharTypeInfo.java,21,5,6,5,0,5,411281.8333333333,6,0,6,0,6,411281.8333333333,1.2,1
CharacterStreamReader.java,338,338,9,2,1,2,20510.555555555555,9,0,9,0,9,20510.555555555555,4.5,1
CheckColumnAccessHook.java,7,8,3,3,0,3,1415152.6666666667,3,0,3,0,3,1415152.6666666667,1.0,1
CheckJDOException.java,31,0,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
CheckLockRequest.java,488,64,17,8,1,8,6288.411764705882,17,0,17,0,17,6288.411764705882,2.125,1
CheckTableAccessHook.java,3,4,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
ChunkConsumer.java,33,33,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ChunkPool.java,481,244,4,1,0,1,1875.0,4,0,4,0,4,1875.0,4.0,4
ChunkProducerFeedback.java,29,29,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ChunkReader.java,568,568,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ChunkUtils.java,98,98,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ChunkWriter.java,27,27,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ChunkWriterImpl.java,477,477,2,1,0,1,886.0,2,0,2,0,2,886.0,2.0,2
ClassNameCompleter.java,400,30,6,6,0,6,709653.6666666666,6,0,6,0,6,709653.6666666666,1.0,1
ClassicTableTypeMapping.java,28,20,1,1,0,1,11.0,1,0,1,0,1,11.0,1.0,1
Cleaner.java,295,87,17,8,0,8,320633.9411764706,17,0,17,0,17,320633.9411764706,2.125,1
ClearFileMetadataRequest.java,2227,37,9,4,0,4,6577.222222222223,9,0,9,0,9,6577.222222222223,2.25,1
ClearFileMetadataResult.java,1420,5,9,4,0,4,6577.222222222223,9,0,9,0,9,6577.222222222223,2.25,1
CliDriver.java,378,258,24,10,0,10,435006.625,24,3,21,3,21,435006.625,2.4,1
CliOptionsProcessor.java,312,0,3,3,0,3,62540.333333333336,3,0,3,0,3,62540.333333333336,1.0,1
CliSessionState.java,1,58,1,1,0,1,2954968.0,1,0,1,0,1,2954968.0,1.0,1
ClientCommandHookFactory.java,255,0,3,2,0,2,62793.666666666664,3,0,3,0,3,62793.666666666664,1.5,1
ClientException.java,92,0,6,4,0,4,7703.666666666667,6,0,6,0,6,7703.666666666667,1.5,1
ClientHook.java,99,0,3,2,0,2,62793.666666666664,3,0,3,0,3,62793.666666666664,1.5,1
ClosedOrCancelledStatementException.java,29,0,1,1,0,1,2423803.0,1,0,1,0,1,2423803.0,1.0,1
CloudComputeService.java,6,2,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
CloudExecutionContextProvider.java,3,2,1,1,0,1,4241997.0,1,0,1,0,1,4241997.0,1.0,1
Cmp.java,949,1,4,3,0,3,21661.75,4,0,4,0,4,21661.75,1.3333333333333333,1
CodahaleMetrics.java,2192,148,16,8,1,8,13608.875,16,0,16,0,16,13608.875,2.0,1
CodecPool.java,6,6,2,2,0,2,1730.5,2,0,2,0,2,1730.5,1.0,1
ColAndCol.java,72,64,4,4,0,4,14210.25,4,0,4,0,4,14210.25,1.0,1
ColOrCol.java,88,80,4,4,0,4,14210.25,4,0,4,0,4,14210.25,1.0,1
ColStatistics.java,51,145,6,5,0,5,506548.3333333333,6,0,6,0,6,506548.3333333333,1.2,1
CollectDesc.java,9,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
CollectOperator.java,33,15,5,4,0,4,15314.4,5,0,5,0,5,15314.4,1.25,1
Column.java,295,9,12,5,0,5,13156.25,12,0,12,0,12,13156.25,2.4,1
ColumnAccessAnalyzer.java,27,20,3,3,0,3,2231.0,3,0,3,0,3,2231.0,1.0,1
ColumnAccessInfo.java,27,5,2,2,0,2,3332900.0,2,0,2,0,2,3332900.0,1.0,1
ColumnBasedSet.java,7,7,1,1,0,1,14713.0,1,0,1,0,1,14713.0,1.0,1
ColumnInfo.java,54,9,10,6,0,6,303703.4,10,0,10,0,10,303703.4,1.6666666666666667,1
ColumnMapper.java,7,5,3,3,0,3,809088.0,3,0,3,0,3,809088.0,1.0,1
ColumnMappingFactory.java,6,4,2,2,0,2,1730.5,2,0,2,0,2,1730.5,1.0,1
ColumnMappings.java,52,3,4,3,1,3,746522.5,4,0,4,0,4,746522.5,1.3333333333333333,1
ColumnProjectionUtils.java,163,143,17,10,0,10,26806.823529411766,17,0,17,0,17,26806.823529411766,1.7,1
ColumnPruner.java,41,28,14,10,0,10,188086.85714285713,14,0,14,0,14,188086.85714285713,1.4,1
ColumnPrunerProcCtx.java,639,33,19,13,0,13,169318.68421052632,19,0,19,0,19,169318.68421052632,1.4615384615384615,1
ColumnPrunerProcFactory.java,908,410,31,13,0,13,183223.12903225806,31,0,31,0,31,183223.12903225806,2.3846153846153846,1
ColumnStatistics.java,204,178,21,10,0,10,7241.952380952381,21,0,21,0,21,7241.952380952381,2.1,1
ColumnStatisticsData.java,247,44,9,6,0,6,7197.0,9,0,9,0,9,7197.0,1.5,1
ColumnStatisticsDesc.java,168,148,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
ColumnStatisticsImpl.java,2022,1637,19,6,1,6,163066.1052631579,19,0,19,0,19,163066.1052631579,3.1666666666666665,1
ColumnStatisticsObj.java,121,101,15,7,0,7,6991.8,15,0,15,0,15,6991.8,2.142857142857143,1
ColumnStatsAggregator.java,130,0,5,5,0,5,6257.8,5,0,5,0,5,6257.8,1.0,1
ColumnStatsAggregatorFactory.java,477,7,7,6,1,6,8971.42857142857,7,0,7,0,7,8971.42857142857,1.1666666666666667,1
ColumnStatsDesc.java,9,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
ColumnStatsSemanticAnalyzer.java,217,178,26,13,0,13,285884.73076923075,26,0,26,0,26,285884.73076923075,2.0,1
ColumnStatsTask.java,112,26,11,6,0,6,55404.36363636364,11,0,11,0,11,55404.36363636364,1.8333333333333333,1
ColumnStatsUpdateTask.java,131,18,9,5,0,5,10531.555555555555,9,0,9,0,9,10531.555555555555,1.8,1
ColumnStatsUpdateWork.java,9,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
ColumnStatsWork.java,12,5,4,3,0,3,5286.0,4,0,4,0,4,5286.0,1.3333333333333333,1
ColumnStream.java,42,42,2,1,0,1,35420.0,2,0,2,0,2,35420.0,2.0,2
ColumnTruncateMapper.java,8,8,3,3,0,3,1154.0,3,0,3,0,3,1154.0,1.0,1
ColumnTruncateTask.java,36,30,15,10,0,10,299183.13333333336,15,0,15,0,15,299183.13333333336,1.5,1
ColumnTruncateWork.java,6,3,3,3,0,3,5263.666666666667,3,0,3,0,3,5263.666666666667,1.0,1
ColumnValue.java,83,4,9,6,0,6,11639.666666666666,9,0,9,0,9,11639.666666666666,1.5,1
ColumnVector.java,1008,900,23,8,0,8,9716.826086956522,23,0,23,0,23,9716.826086956522,2.875,1
ColumnVectorBatch.java,46,0,3,2,2,2,48712.666666666664,3,0,3,0,3,48712.666666666664,1.5,1
ColumnVectorProducer.java,373,337,16,2,4,2,84615.0,16,0,16,0,16,84615.0,8.0,2
