Name,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AbortTxnsRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
AddDynamicPartitions.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
AddToClassPathAction.java,92,0,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
ClearFileMetadataRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
ClientCapabilities.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
Commands.java,1,1,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
CompactionRequest.java,22,22,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
DummyRawStoreControlledCommit.java,7,1,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
DummyRawStoreFailEvent.java,7,0,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
DummyRawStoreForJdoConnection.java,7,1,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
ExecDriver.java,6,1,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
ExecMapper.java,1,13,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
ExecReducer.java,1,15,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
FireEventRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
Function.java,18,18,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
FunctionLocalizer.java,11,7,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
GetAllFunctionsResponse.java,18,18,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetFileMetadataByExprRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetFileMetadataByExprResult.java,24,24,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetFileMetadataRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetFileMetadataResult.java,22,22,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetOpenTxnsInfoResponse.java,18,18,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetOpenTxnsResponse.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetTablesRequest.java,16,16,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
GetTablesResult.java,18,18,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
HBaseStore.java,10,0,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
HeartbeatTxnRangeResponse.java,32,32,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
HiveMetaStore.java,11,0,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
HiveMetaStoreClient.java,6,0,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
IMetaStoreClient.java,5,1,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
InsertEventRequestData.java,32,32,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
JavaUtils.java,8,49,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
LockRequest.java,18,18,1,1,0,1,2071552.0,1,0,1,0,1,2071552.0,1.0,1
MetaStoreUtils.java,17,4,1,1,0,1,4855240.0,1,0,1,0,1,4855240.0,1.0,1
