Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,BugStatus
File,ACLConfigurationParser.java,11.0,0.0,11.0,0.0,3.0,,,,,1.0,0.0,3.0,10.0,,10.0,10.0,2.0,10.0,,0.0,3.0,0.0,7.0,,167.0,22.0,125.0,38.0,70.0,20.0,,57.0,89.0,37.0,58.0,,11.0,,3.0,,,"0,16",29.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AMReporter.java,12.0,0.0,11.0,1.0,2.0,,,,,9.0,0.0,1.0,35.0,,35.0,35.0,31.0,35.0,,10.0,1.0,3.0,21.0,,563.0,70.0,439.0,161.0,227.0,54.0,,208.0,288.0,143.0,170.0,,7.0,,4.0,,,"0,12",68.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ASTBuilder.java,16.0,1.0,15.0,1.0,5.0,,,,,1.0,14.0,0.0,18.0,,18.0,4.0,1.0,18.0,,0.0,0.0,0.0,18.0,,351.0,32.0,292.0,64.0,214.0,27.0,,133.0,165.0,60.0,120.0,,64.0,,2.0,,,"0,09",90.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ASTConverter.java,18.0,1.0,15.0,2.0,4.0,,,,,7.0,2.0,2.0,38.0,,38.0,36.0,24.0,38.0,,11.0,9.0,2.0,16.0,,870.0,99.0,673.0,242.0,412.0,98.0,,354.0,524.0,249.0,345.0,,21.0,,5.0,,,"0,15",144.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ASTErrorNode.java,2.0,0.0,2.0,0.0,1.0,,,,,1.0,0.0,1.0,5.0,,5.0,5.0,1.0,5.0,,0.0,0.0,0.0,5.0,,49.0,8.0,21.0,18.0,6.0,20.0,,12.0,18.0,13.0,5.0,,1.0,,0.0,,,"0,95",5.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ASTNode.java,10.0,1.0,8.0,1.0,2.0,,,,,1.0,0.0,1.0,26.0,,26.0,26.0,7.0,26.0,,0.0,8.0,0.0,18.0,,349.0,52.0,240.0,75.0,133.0,57.0,,123.0,178.0,67.0,129.0,,11.0,,4.0,,,"0,24",58.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ASTNodeOrigin.java,7.0,0.0,4.0,3.0,1.0,,,,,1.0,0.0,0.0,6.0,,6.0,6.0,5.0,6.0,,0.0,0.0,0.0,6.0,,95.0,9.0,31.0,14.0,10.0,55.0,,16.0,23.0,13.0,10.0,,1.0,,0.0,,,"1,77",6.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,ATSHook.java,19.0,1.0,16.0,2.0,2.0,,,,,10.0,1.0,11.0,25.0,,15.0,24.0,29.0,25.0,,3.0,4.0,2.0,16.0,,478.0,47.0,386.0,146.0,255.0,54.0,,228.0,290.0,138.0,204.0,,10.0,,4.0,,,"0,14",56.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbortDroneException.java,3.0,0.0,3.0,0.0,1.0,,,,,1.0,0.0,1.0,2.0,,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,29.0,1.0,10.0,5.0,3.0,18.0,,4.0,7.0,5.0,2.0,,1.0,,0.0,,,"1,80",2.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbortTxnRequest.java,7.0,0.0,6.0,1.0,2.0,,,,,6.0,3.0,6.0,38.0,,36.0,35.0,5.0,38.0,,1.0,2.0,0.0,35.0,,387.0,64.0,297.0,104.0,144.0,29.0,,139.0,207.0,91.0,124.0,,5.0,,3.0,,,"0,10",61.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbortTxnsDesc.java,5.0,0.0,3.0,2.0,1.0,,,,,1.0,0.0,1.0,2.0,,2.0,2.0,1.0,2.0,,0.0,0.0,0.0,2.0,,36.0,0.0,13.0,8.0,3.0,23.0,,7.0,10.0,8.0,2.0,,1.0,,0.0,,,"1,77",2.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbortTxnsRequest.java,8.0,0.0,7.0,0.0,2.0,,,,,6.0,3.0,5.0,41.0,,39.0,38.0,4.0,41.0,,1.0,2.0,0.0,38.0,,438.0,67.0,346.0,110.0,164.0,28.0,,154.0,236.0,101.0,149.0,,6.0,,4.0,,,"0,08",75.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,,,,,1.0,2.0,0.0,11.0,,12.0,10.0,1.0,12.0,,0.0,4.0,3.0,5.0,,515.0,52.0,395.0,155.0,236.0,69.0,,193.0,282.0,137.0,205.0,,26.0,,6.0,,,"0,17",75.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractCliConfig.java,7.0,0.0,7.0,0.0,2.0,,,,,6.0,1.0,2.0,42.0,,40.0,41.0,20.0,42.0,,0.0,4.0,13.0,25.0,,438.0,63.0,347.0,118.0,172.0,28.0,,154.0,246.0,116.0,153.0,,8.0,,4.0,,,"0,08",82.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,,,,,1.0,0.0,0.0,8.0,,8.0,8.0,6.0,8.0,,0.0,0.0,0.0,8.0,,110.0,18.0,67.0,30.0,26.0,25.0,,31.0,46.0,24.0,24.0,,5.0,,2.0,,,"0,37",13.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractCoreBlobstoreCliDriver.java,16.0,1.0,14.0,1.0,2.0,,,,,2.0,0.0,5.0,8.0,,8.0,8.0,0.0,8.0,,0.0,1.0,1.0,6.0,,180.0,20.0,134.0,53.0,79.0,27.0,,77.0,96.0,43.0,65.0,,5.0,,2.0,,,"0,20",18.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractCorrelationProcCtx.java,5.0,0.0,5.0,0.0,2.0,,,,,1.0,0.0,1.0,8.0,,8.0,8.0,5.0,8.0,,0.0,0.0,0.0,8.0,,99.0,14.0,63.0,28.0,23.0,23.0,,35.0,49.0,29.0,22.0,,5.0,,3.0,,,"0,37",12.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,4.0,4.0,0.0,4.0,,0.0,0.0,0.0,4.0,,68.0,8.0,11.0,10.0,0.0,49.0,,9.0,10.0,10.0,0.0,,0.0,,0.0,,,"4,45",0.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,,,,,1.0,0.0,1.0,3.0,,7.0,7.0,1.0,7.0,,0.0,0.0,4.0,3.0,,87.0,12.0,43.0,27.0,11.0,32.0,,23.0,30.0,21.0,11.0,,2.0,,1.0,,,"0,74",6.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
File,AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,,,,,1.0,0.0,1.0,12.0,,13.0,13.0,2.0,13.0,,0.0,0.0,11.0,2.0,,168.0,17.0,138.0,64.0,68.0,13.0,,97.0,123.0,65.0,76.0,,3.0,,2.0,,,"0,09",25.0,,,,,,,,,,,0.0,0.0,"0,00","0,00",0
