Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,CountDeclFileCode,CountDeclFileHeader,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethodConst,CountDeclMethodFriend,CountLineInactive,CountLinePreprocessor,CountStmtEmpty,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,BugStatus,Priority,LinesAdded,LinesDeleted,CommitCount,DeveloperCount,BugFixCount,CumulativeDeveloperCount,AverageTimeBetweenChanges,CumulativeCommitCount,ChangedComments,UnchangedComments,CumulativeChangedComments,CumulativeUnchangedComments,CumulativeAverageTimeBetweenChanges,AverageExpertise,MinimumExpertise
AbstractCorrelationProcCtx.java,5.0,0.0,5.0,0.0,2.0,2.0,11.0,11.0,3.0,1.0,0.0,1.0,8.0,0.0,8.0,8.0,5.0,8.0,8.0,0.0,0.0,0.0,8.0,36.0,99.0,14.0,63.0,28.0,23.0,23.0,9.0,35.0,49.0,29.0,22.0,7.0,5.0,1.0,3.0,70.0,70.0,"0,37",12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractDeserializer.java,0.0,0.0,0.0,0.0,0.0,3.0,17.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,3.0,68.0,8.0,11.0,10.0,0.0,49.0,3.0,9.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,50.0,50.0,"4,45",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,1.0,12.0,12.0,2.0,1.0,0.0,1.0,3.0,0.0,7.0,7.0,1.0,7.0,16.0,0.0,0.0,4.0,3.0,27.0,87.0,12.0,43.0,27.0,11.0,32.0,17.0,23.0,30.0,21.0,11.0,6.0,2.0,2.0,1.0,0.0,0.0,"0,74",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractEventHandler.java,4.0,0.0,4.0,0.0,1.0,2.0,6.0,6.0,19.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,24.0,46.0,6.0,23.0,15.0,5.0,17.0,4.0,13.0,17.0,13.0,5.0,2.0,1.0,1.0,0.0,33.0,33.0,"0,74",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",0.0,0.0,92.0,0.0,2.0,2.0,0.0,2.0,6683.0,2.0,0.0,2.0,0.0,2.0,6683.0,1.0,1.0
AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,1.0,17.0,17.0,37.0,1.0,0.0,1.0,12.0,0.0,13.0,13.0,2.0,13.0,13.0,0.0,0.0,11.0,2.0,108.0,169.0,17.0,139.0,65.0,68.0,13.0,52.0,98.0,124.0,66.0,76.0,25.0,3.0,1.0,2.0,92.0,92.0,"0,09",25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,25.0,6.0,4.0,3.0,1.0,3.0,140405.25,4.0,0.0,4.0,0.0,4.0,140405.25,1.3333333333333333,1.0
AbstractFileMergeOperator.java,21.0,1.0,16.0,5.0,4.0,2.0,19.0,19.0,2.0,1.0,1.0,3.0,14.0,0.0,14.0,13.0,17.0,14.0,136.0,0.0,2.0,6.0,6.0,79.0,381.0,30.0,258.0,82.0,153.0,97.0,96.0,132.0,182.0,74.0,127.0,49.0,14.0,2.0,6.0,82.0,74.0,"0,38",51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,340.0,164.0,13.0,6.0,3.0,6.0,55298.692307692305,13.0,0.0,13.0,0.0,13.0,55298.692307692305,2.1666666666666665,1.0
AbstractFilterStringColLikeStringScalar.java,14.0,1.0,11.0,1.0,3.0,1.0,15.0,15.0,2.0,10.0,0.0,1.0,25.0,0.0,28.0,28.0,20.0,28.0,42.0,9.0,1.0,1.0,17.0,37.0,517.0,66.0,346.0,112.0,191.0,107.0,21.0,178.0,258.0,116.0,151.0,31.0,23.0,2.0,5.0,56.0,56.0,"0,31",69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,39.0,55.0,6.0,4.0,1.0,4.0,148250.33333333334,6.0,0.0,6.0,0.0,6.0,148250.33333333334,1.5,1.0
AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,2.0,7.0,7.0,30.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,57.0,6.0,24.0,13.0,6.0,27.0,7.0,6.0,10.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,"1,13",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,12034.0,3.0,0.0,3.0,0.0,3.0,12034.0,1.0,1.0
AbstractGenericUDFEWAHBitmapBop.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,147.0,2.0,2.0,1.0,2.0,6703.5,2.0,0.0,2.0,0.0,2.0,6703.5,1.0,1.0
AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,1.0,14.0,14.0,2.0,1.0,0.0,0.0,4.0,0.0,5.0,5.0,4.0,5.0,40.0,3.0,0.0,1.0,1.0,30.0,108.0,11.0,71.0,25.0,37.0,26.0,26.0,40.0,54.0,27.0,29.0,13.0,6.0,2.0,3.0,50.0,50.0,"0,37",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,2.0,14.0,14.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,8.0,53.0,8.0,28.0,19.0,5.0,17.0,8.0,17.0,21.0,16.0,5.0,3.0,1.0,1.0,0.0,67.0,67.0,"0,61",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,1.0,13.0,13.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,7.0,80.0,10.0,38.0,19.0,18.0,32.0,16.0,25.0,30.0,18.0,16.0,4.0,3.0,1.0,2.0,0.0,0.0,"0,84",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12710.0,1.0,0.0,1.0,0.0,1.0,12710.0,1.0,1.0
AbstractHCatLoaderTest.java,22.0,1.0,20.0,2.0,2.0,1.0,44.0,44.0,6.0,2.0,8.0,13.0,27.0,0.0,28.0,20.0,2.0,28.0,31.0,5.0,7.0,0.0,16.0,144.0,747.0,69.0,612.0,205.0,448.0,81.0,168.0,424.0,485.0,192.0,361.0,44.0,5.0,2.0,4.0,88.0,83.0,"0,13",56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,762.0,15.0,5.0,4.0,1.0,4.0,1234244.4,5.0,0.0,5.0,0.0,5.0,1234244.4,1.25,1.0
AbstractHCatStorerTest.java,27.0,2.0,23.0,2.0,2.0,1.0,39.0,39.0,7.0,2.0,1.0,3.0,34.0,0.0,35.0,34.0,1.0,35.0,40.0,6.0,0.0,0.0,29.0,195.0,1020.0,101.0,823.0,233.0,642.0,104.0,310.0,541.0,615.0,214.0,470.0,73.0,11.0,2.0,2.0,68.0,26.0,"0,13",75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,1168.0,148.0,5.0,4.0,1.0,4.0,1297873.4,5.0,0.0,5.0,0.0,5.0,1297873.4,1.25,1.0
AbstractHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,184.0,184.0,8.0,3.0,0.0,3.0,46858.25,8.0,0.0,8.0,0.0,8.0,46858.25,2.6666666666666665,1.0
AbstractHiveAuthorizer.java,6.0,0.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,52.0,4.0,11.0,6.0,2.0,37.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,"3,36",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,13.0,2.0,2.0,2.0,1.0,2.0,15606.0,2.0,0.0,2.0,0.0,2.0,15606.0,1.0,1.0
AbstractHiveService.java,6.0,0.0,4.0,2.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,18.0,0.0,18.0,18.0,7.0,18.0,18.0,0.0,0.0,2.0,16.0,98.0,165.0,23.0,83.0,32.0,32.0,59.0,23.0,39.0,62.0,33.0,30.0,20.0,2.0,1.0,1.0,83.0,81.0,"0,71",21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,00","0,00",1.0,1.0,168.0,162.0,5.0,2.0,1.0,2.0,86054.6,5.0,0.0,5.0,0.0,5.0,86054.6,2.5,2.0
AbstractIndexHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,59.0,2.0,2.0,1.0,2.0,6703.5,2.0,0.0,2.0,0.0,2.0,6703.5,1.0,1.0
